taxonKey,name
5343645,Astragalus crassicarpus crassicarpus
4271172,Rumex crassus
2752848,Erythronium taylorii
5285243,Pinus canariensis
4194303,Ribes aureum villosum
9029215,Crataegus margaretta
9682509,Ceanothus pendletonensis
2857412,Allium dichlamydeum
5331320,Viola hirsutula
3084737,Claytonia cordifolia
3628358,Oxalis colorea
10998168,Quercus acerifolia
5341415,Monarda clinopodioides
4036385,Persicaria chinensis
2927362,Pycnanthemum pycnanthemoides
9358736,Claytonia serpenticola
3886463,Clinopodium menthifolium ascendens
7296732,Viola philippica
5665476,Viola pinetorum grisea
5641494,Primula pauciflora macrocarpa
7219457,Claytonia rubra rubra
3725709,Pedicularis canadensis fluviatilis
7258873,Eryngium yuccifolium yuccifolium
2753209,Lilium pardalinum pitkinense
8689166,Chaerophyllum tainturieri dasycarpum
7296251,Viola arvensis arvensis
2986158,Ribes mescalerium
2878410,Quercus × filialis
2752903,Erythronium umbilicatum
2986150,Ribes laxiflorum
2880967,Quercus falcata
2889038,Rumex dentatus
3113220,Cirsium clokeyi
6438526,Pedicularis canadensis canadensis
5285756,Pinus contorta latifolia
5331175,Viola vallicola
8133484,Fragaria virginiana platypetala
7227637,Allium peninsulare peninsulare
4219572,Cirsium remotifolium odontolepis
3034158,Osmorhiza longistylis villicaulis
2880538,Quercus × harbisonii
5669409,Betula uber
5605417,Monarda fistulosa rubra
2889024,Rumex × confusus
2888604,Viburnum setigerum
5693308,Tragopogon eriospermus
4022997,Claytonia parviflora viridis
2880834,Quercus inopina
7227192,Sparganium eurycarpum eurycarpum
3587408,Passiflora incarnata alba
2887071,Sideroxylon lanuginosum rigidum
3023845,Amelanchier amabilis
4056624,Phlox pilosa sangamonensis
8209586,Trillium albidum albidum
3015010,Crataegus tanuphylla
2926928,Clinopodium mimuloides
2879971,Quercus × heterophylla
2989222,Rubus tricolor
4036983,Persicaria amphibia stipulacea
2764395,Commelina erecta angustifolia
4270343,Polygonatum biflorum biflorum
3039305,Ceanothus gloriosus
6397175,Viola incognita
5371785,Angelica dentata
2856376,Allium sharsmithiae
7422372,Physalis hederifolia palmeri
2994785,Rubus satis
7968447,Quercus rubra rubra
3024109,Amelanchier × lamarckii
2880559,Quercus rubra ambigua
8046394,Cirsium serrulatum
5331187,Viola lanaiensis
8017574,Oxalis oregana
2775561,Yucca filamentosa
5285004,Pinus strobiformis
2855922,Allium nevii
7790552,Crataegus pruinosa
3113356,Cirsium brevifolium
2856780,Allium cristophii
9524237,Rubus ulmifolius anoplothyrsus
5386951,Tragopogon mirus
3626311,Oxalis exilis
3634197,Perideridia gairdneri borealis
2995997,Rubus ictus
7224271,Pimpinella saxifraga saxifraga
5331331,Viola hastata
2879060,Quercus × acutidens
4222723,Cirsium fontinale obispoense
6447662,Suaeda linearis
2891764,Oxalis purpurea
3053179,Rorippa palustris fernaldiana
2856005,Allium simillimum
3000177,Rubus fulleri
9650440,Ceanothus thyrsiflorus obispoensis
2986211,Ribes nevadense
2888605,Viburnum opulus
5285754,Pinus contorta bolanderi
3626759,Oxalis hispidula
7223120,Silphium perfoliatum perfoliatum
4023532,Claytonia lanceolata sessilifolia
6392766,Cakile edentula lacustris
2857601,Allium ursinum
2891711,Oxalis albicans
7222647,Solidago canadensis canadensis
7723768,Juniperus communis kelleyi
2857472,Allium falcifolium
3034858,Sanicula graveolens
2889144,Persicaria robustior
2879830,Quercus similis
7095969,Viola pinetorum pinetorum
6316504,Hemerocallis fulva kwanso
5670458,Urtica dioica sondenii
11143727,Oxalis × vanaelstii
7096646,Carya glabra glabra
6423486,Lomatium foeniculaceum daucifolium
5384678,Stellaria porsildii
7224222,Foeniculum vulgare vulgare
2994784,Rubus ithacanus
2752906,Erythronium albidum
8427624,Oxalis corniculata
2775775,Yucca elata
5663261,Viola communis
5383963,Salicornia depressa
7884309,Viola praemorsa
2888957,Rumex densiflorus
2764295,Commelina communis communis
4022904,Claytonia perfoliata mexicana
2990157,Rubus sons
10458691,Ceanothus × flexilis
2879947,Quercus muehlenbergii
7723763,Ceanothus velutinus
5285708,Pinus balfouriana balfouriana
8969026,Physalis philadelphica
4222017,Cirsium hydrophilum vaseyi
7769228,Rubus setosus
5663628,Viola tenuipes
5331177,Viola × eclipes
7225636,Brassica rapa rapa
2879860,Quercus × faxonii
3039308,Ceanothus crassifolius crassifolius
2989061,Rubus pensilvanicus
2993074,Rubus pedatus
7071099,Juniperus virginiana virginiana
2857108,Allium lemmonii
2882888,Vaccinium ashei
7227639,Allium geyeri geyeri
4273231,Lamium purpureum incisum
2876873,Quercus glauca
2889340,Persicaria hydropiperoides
2878250,Quercus geminata
5284827,Picea sitchensis
2997679,Rubus frondosus
7223625,Primula clevelandii clevelandii
2987832,Peraphyllum ramosissimum
7593208,Claytonia acutifolia
2857395,Allium madidum
2879504,Quercus frainetto
6314218,Allium cernuum neomexicanum
2995482,Rubus sieboldii
6369733,Viburnum recognitum
5285094,Pinus arizonica
2752992,Lilium washingtonianum
5696356,Youngia japonica japonica
5665311,Viola banksii
2742385,Trillium rugelii
8758339,Viola langsdorffii
2882858,Vaccinium alaskaense
4196296,Trillium grandiflorum roseum
3039400,Ceanothus oliganthus orcuttii
2992091,Rubus jaysmithii
5356585,Lathyrus venosus intonsus
2742342,Trillium erectum
2926930,Clinopodium arkansanum
5331357,Viola kauaensis
2878192,Quercus pumila
2986116,Ribes lobbii
2752888,Erythronium pusaterii
2991373,Rubus parvifolius
2991179,Rubus laudatus
2992000,Rubus serratus
7219456,Claytonia multiscapa multiscapa
2891707,Oxalis debilis
2879266,Quercus garryana garryana
7230712,Abies balsamea balsamea
2880795,Quercus agrifolia oxyadenia
7222536,Cirsium arizonicum arizonicum
5372414,Vitis palmata
5341457,Lycopus cokeri
2986177,Ribes lasianthum
2882935,Vaccinium formosum
2753144,Lilium pyrophilum
12166212,Cirsium viperinum
6305833,Cirsium ochrocentrum ochrocentrum
2753218,Lilium philadelphicum
5384667,Stellaria corei
2926958,Clinopodium gracile
2769076,Camassia howellii
2891755,Oxalis latifolia
6287846,Fragaria virginiana glauca
3054334,Carya ovalis
3039360,Ceanothus tomentosus tomentosus
7751607,Lycium carolinianum carolinianum
3013848,Crataegus ashei
4219327,Cirsium scariosum citrinum
4034537,Persicaria longiseta
2991314,Rubus ellipticus
6434989,Nuphar variegata
2876033,Corylus cornuta californica
2891747,Oxalis trilliifolia
5341458,Lycopus asper
3023901,Amelanchier stolonifera
2856319,Allium perdulce sperryi
5383932,Salicornia perennis
3039330,Ceanothus purpureus
5641485,Primula pauciflora shoshonensis
5709497,Cannabis sativa spontanea
3023823,Amelanchier pallida
2996841,Rubus cuneifolius
5331235,Viola arvensis
5641589,Primula tetrandra
3001548,Malus angustifolia
2684721,Juniperus communis depressa
2878385,Quercus wislizeni frutescens
2927368,Pycnanthemum setosum
10471911,Wisteria frutescens frutescens
3015731,Crataegus × bicknellii
4219309,Cirsium scariosum thorneae
7111356,Robinia viscosa viscosa
2753549,Lilium bolanderi
2986187,Ribes menziesii
5285497,Pinus attenuata
5341771,Physalis angustifolia
2765270,Tradescantia longipes
6402799,Physalis mollis mollis
7095861,Ribes menziesii menziesii
3034847,Sanicula saxatilis
3023840,Amelanchier sanguinea
3853065,Crataegus viridis glabriuscula
7548259,Pinus × hunnewellii
2926945,Clinopodium vulgare
3112648,Cirsium andersonii
2878674,Quercus berberidifolia
2880349,Quercus × jolonensis
3014153,Crataegus opaca
7224071,Daucus carota carota
3023832,Amelanchier laevis
2684743,Juniperus communis saxatilis
2889229,Persicaria orientalis
2742269,Trillium gracile
3853687,Crataegus pruinosa magnifolia
6428353,Chamaenerion angustifolium
7842101,Monarda punctata villicaulis
8361147,Ceanothus megacarpus megacarpus
4167868,Vaccinium stamineum caesium
6361572,Comandra umbellata californica
2856950,Allium monticola
7226561,Hibiscus moscheutos moscheutos
3016009,Crataegus mollis incisifolia
5285796,Pinus edulis
3937557,Malvaviscus arboreus drummondii
5331185,Viola sheltonii
3001166,Malus coronaria
5331197,Viola villosa
3874472,Ceanothus gloriosus porrectus
2742210,Trillium pusillum virginianum
3113257,Cirsium inamoenum
3015394,Crataegus munda
2995606,Rubus sachalinensis
2856593,Allium stipitatum
4250676,Sonchus asper glaucescens
2882937,Vaccinium myrsinites
7258874,Sanicula canadensis canadensis
2986180,Ribes rotundifolium
2881704,Quercus arkansana
4056637,Phlox pilosa pulcherrima
5331214,Viola affinis
3875467,Ceanothus velutinus laevigatus
2706069,Hordeum intercedens
2888945,Rumex brownii
10668387,Elaeagnus umbellata parvifolia
2880771,Quercus engelmannii
5331215,Viola missouriensis
6290429,Sonchus arvensis uliginosus
4219332,Cirsium scariosum americanum
2997417,Rubus pascuus
2765347,Tradescantia brevifolia
2856654,Allium munzii
5285718,Pinus brutia eldarica
4223723,Cirsium clavatum americanum
2855719,Allium senescens
2879984,Quercus chrysolepis
5285122,Pinus quadrifolia
2855768,Allium punctum
2994718,Rubus arizonensis
2927357,Pycnanthemum albescens
6371112,Ceanothus velutinus velutinus
5331379,Viola palmata palmata
7071057,Pinus elliottii elliottii
2986118,Ribes echinellum
2975283,Vicia hassei
7230690,Pinus arizonica arizonica
3039354,Ceanothus sonomensis
5352229,Robinia hispida kelseyi
5285727,Pinus radiata
5295574,Smilax bona-nox
2857339,Allium obtusum conspicuum
2880509,Quercus fusiformis
2685397,Abies balsamea phanerolepis
7219454,Claytonia parviflora parviflora
5372408,Vitis monticola
2879863,Quercus buckleyi
6426983,Rhus aromatica serotina
2857522,Allium macropetalum
5641482,Primula pauciflora zionensis
5665253,Viola baxteri
6388168,Claytonia perfoliata intermontana
3113731,Cirsium rydbergii
3113611,Cirsium barnebyi
5641811,Primula standleyana
2999587,Rubus nigerrimus
2856198,Allium bolanderi mirabile
2753380,Lilium lancifolium
3112951,Cirsium drummondii
7068379,Vicia sativa sativa
2880518,Quercus cornelius-mulleri
5383959,Salicornia bigelovii
2997851,Rubus rosa
5341807,Physalis hederifolia
2879367,Quercus × munzii
7228139,Camassia quamash quamash
2857969,Allium siskiyouense
6362198,Pteridium latiusculum
6442283,Ribes californicum hesperium
5373276,Cochlearia officinalis
11013549,Cylindropuntia imbricata spinosior
2856710,Allium robinsonii
7068690,Descurainia pinnata pinnata
2856965,Allium vineale capsuliferum
7226042,Viola kauaensis kauaensis
2880652,Quercus phellos
2856788,Allium howellii
5341398,Monarda clinopodia
3039358,Ceanothus palmeri
2769084,Camassia quamash
4254950,Rudbeckia laciniata ampla
5372379,Vitis cinerea
2769073,Camassia leichtlinii suksdorfii
2944131,Pediomelum hypogaeum subulatum
6369289,Fragaria vesca americana
2991181,Rubus ablatus
7112381,Trifolium repens repens
2998263,Rubus riograndis
2986164,Ribes hirtellum
2765184,Tradescantia paludosa
4208223,Silphium perfoliatum connatum
7222946,Artemisia dracunculus dracunculus
5640540,Primula meadia
2986132,Ribes divaricatum
2742421,Trillium ovatum oettingeri
7258977,Physalis crassifolia crassifolia
4194414,Ribes velutinum gooddingii
4222078,Cirsium horridulum megacanthum
7226105,Monarda punctata punctata
2855893,Allium roseum
5708990,Perilla frutescens frutescens
12239479,Salicornia europaea
5341777,Physalis walteri
9060377,Vaccinium membranaceum
5372424,Vitis labrusca
8087010,Cyperus esculentus leptostachyus
3856046,Viburnum macrocephalum
7227564,Erythronium umbilicatum umbilicatum
2857111,Allium giganteum
7133588,Viola praemorsa praemorsa
5605388,Monarda humilis
8093733,Lonicera japonica japonica
4205649,Carya glabra hirsuta
10331743,Ceanothus griseus
2880444,Quercus sadleriana
11546544,Cirsium funkiae
2988747,Rubus ferrofluvius
2879996,Quercus toumeyi
10428609,Linum rigidum rigidum
2880350,Quercus × schuettei
4224914,Cirsium altissimum × discolor
2990794,Rubus humilior
2882965,Vaccinium fuscatum
9823072,Oxalis stricta
2775579,Yucca necopina
2878171,Quercus emoryi
3113685,Cirsium repandum
2975076,Vicia lathyroides
2880506,Quercus × comptoniae
3697899,Allium canadense mobilense
8707933,Mentha × piperita
3112615,Cirsium clavatum
5285058,Pinus engelmannii
12282368,Viola grisea
8578963,Sanicula hoffmannii
6410748,Pycnanthemum verticillatum verticillatum
3015720,Crataegus venusta
5285779,Pinus elliottii densa
2882895,Vaccinium pallidum
2878313,Quercus oglethorpensis
2857512,Allium brevistylum
5331174,Viola chamissoniana
3877243,Ceanothus jepsonii albiflorus
7296609,Viola biflora biflora
2993119,Rubus idaeus strigosus
2881715,Quercus × morehus
3014805,Crataegus punctata
2986194,Ribes lacustre
7070845,Trillium erectum erectum
9811549,Rudbeckia laciniata laciniata
2986199,Ribes curvatum
8289268,Rubus vestitus
7293930,Vitis ficifolia
2998389,Rubus regionalis
7716080,Vitis aestivalis bicolor
3014745,Crataegus pennsylvanica
2765258,Tradescantia hirsutiflora
2753044,Lilium maritimum
2753045,Lilium philippinense
7265890,Pteridium latiusculum latiusculum
3084758,Claytonia arenicola
2975035,Vicia sativa nigra
3054341,Carya pallida
2742261,Trillium recurvatum shayi
6434939,Nuphar microphylla
7510173,Mentha longifolia
2881640,Quercus × subfalcata
2999585,Rubus densissimus
7301210,Lathyrus latifolius latifolius
2775592,Yucca brevifolia
5331176,Viola glabella
3039404,Ceanothus cuneatus
2857338,Allium obtusum
5372401,Vitis vulpina
6371196,Ceanothus rigidus
3113626,Cirsium hookerianum
5284875,Picea × lutzii
2856852,Allium parryi
2876038,Corylus cornuta cornuta
3023863,Amelanchier alnifolia pumila
3856813,Sambucus racemosa microbotrys
10082397,Ceanothus foliosus medius
3040999,Raphanus raphanistrum landra
5284763,Picea × albertiana
5295268,Smilax laurifolia
7230686,Pinus contorta contorta
7321939,Rhus chinensis chinensis
2857841,Allium brandegeei
7223709,Phlox pilosa pilosa
2891643,Oxalis caerulea
7228146,Yucca elata elata
5605262,Monarda punctata coryi
3855057,Amelanchier alnifolia semiintegrifolia
3112638,Cirsium fontinale
2879408,Quercus × rolfsii
5352237,Robinia hispida rosea
7296610,Viola prionantha
7776003,Cirsium murdockii
4036197,Persicaria decipiens
5289423,Typha latifolia
8688258,Primula pauciflora
5331318,Viola lovelliana
2753199,Lilium pardalinum vollmeri
5641285,Primula poetica
7068245,Dalea purpurea purpurea
3001108,Malus spectabilis
2769473,Maianthemum racemosum amplexicaule
3084742,Claytonia sibirica
2775601,Yucca pallida
6394108,Vitis berlandieri
8254937,Lathyrus japonicus maritimus
8110785,Rubus leucodermis
10034772,Prunus serotina virens
2856006,Allium nevadense
4220426,Cirsium occidentale coulteri
2927364,Pycnanthemum loomisii
10375932,Ceanothus × lorenzenii
7226041,Viola pedunculata pedunculata
5331362,Viola tomentosa
3015383,Crataegus ouachitensis
2775607,Yucca intermedia
2888971,Rumex lapponicus
7950468,Malva sylvestris sylvestris
3113512,Cirsium neomexicanum
7738624,Fragaria chiloensis
5372400,Vitis aestivalis
2882961,Vaccinium deliciosum
3626515,Oxalis smalliana
5341819,Physalis pubescens
7226518,Mertensia paniculata paniculata
7389372,Trillium albidum parviflorum
2999823,Rubus nefrens
4023250,Claytonia multiscapa pacifica
2878542,Quercus depressipes
10764693,Trillium delicatum
3014233,Crataegus mexicana
