searchedName,usageKey,canonicalName,formattedName,rank,family,family_key,genus,genus_key,species,species_key,confidence,matchType,searched_sp,matched_sp,scientificName,first_of_searched,first_of_binomial,first_of_canonical
Viburnum suspensum,2888582,Viburnum suspensum,<i>Viburnum</i> <i>suspensum</i> Lindl.,SPECIES,Viburnaceae,4924416.0,Viburnum,2888580.0,Viburnum suspensum,2888582.0,99,EXACT,2,2,Viburnum suspensum,Viburnum,Viburnum,Viburnum
Dalea purpurea arenicola,5353343,Dalea purpurea arenicola,<i>Dalea</i> <i>purpurea</i> var. <i>arenicola</i> (Wemple) Barneby,VARIETY,Fabaceae,5386.0,Dalea,2954771.0,Dalea purpurea,5353342.0,88,EXACT,3,3,Dalea purpurea arenicola,Dalea,Dalea,Dalea
Allium elmendorfii,2856226,Allium elmendorfii,<i>Allium</i> <i>elmendorfii</i> M.E.Jones ex Ownbey,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium elmendorfii,2856226.0,99,EXACT,2,2,Allium elmendorfii,Allium,Allium,Allium
Origanum vulgare hirtum,9508942,Origanum vulgare hirtum,<i>Origanum</i> <i>vulgare</i> subsp. <i>hirtum</i> (Link) A.Terracc.,SUBSPECIES,Lamiaceae,2497.0,Origanum,2926611.0,Origanum vulgare,2926612.0,85,EXACT,3,3,Origanum vulgare hirtum,Origanum,Origanum,Origanum
Monarda fistulosa longepetiolata,5708987,Monarda fistulosa longepetiolata,<i>Monarda</i> <i>fistulosa</i> var. <i>longepetiolata</i> B.Boivin,VARIETY,Lamiaceae,2497.0,Monarda,2926838.0,Monarda fistulosa,5341411.0,88,EXACT,3,3,Monarda fistulosa longepetiolata,Monarda,Monarda,Monarda
Crataegus viridis velutina,8351695,Crataegus viridis velutina,<i>Crataegus</i> <i>viridis</i> var. <i>velutina</i> (Sarg.) J.B.Phipps,VARIETY,Rosaceae,5015.0,Crataegus,3013395.0,Crataegus viridis,3014089.0,85,EXACT,3,3,Crataegus viridis velutina,Crataegus,Crataegus,Crataegus
Erythronium purpurascens,2752907,Erythronium purpurascens,<i>Erythronium</i> <i>purpurascens</i> S.Watson,SPECIES,Liliaceae,7699.0,Erythronium,2740136.0,Erythronium purpurascens,2752907.0,100,EXACT,2,2,Erythronium purpurascens,Erythronium,Erythronium,Erythronium
Ceanothus fendleri,3039389,Ceanothus fendleri,<i>Ceanothus</i> <i>fendleri</i> A.Gray,SPECIES,Rhamnaceae,2407.0,Ceanothus,3039297.0,Ceanothus fendleri,3039389.0,100,EXACT,2,2,Ceanothus fendleri,Ceanothus,Ceanothus,Ceanothus
Viola rotundifolia,5331203,Viola rotundifolia,<i>Viola</i> <i>rotundifolia</i> Michx.,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola rotundifolia,5331203.0,99,EXACT,2,2,Viola rotundifolia,Viola,Viola,Viola
Vaccinium ovalifolium,2882894,Vaccinium ovalifolium,<i>Vaccinium</i> <i>ovalifolium</i> Sm.,SPECIES,Ericaceae,2505.0,Vaccinium,2882813.0,Vaccinium ovalifolium,2882894.0,100,EXACT,2,2,Vaccinium ovalifolium,Vaccinium,Vaccinium,Vaccinium
Pinus torreyana,5285764,Pinus torreyana,<i>Pinus</i> <i>torreyana</i> Parry ex Carrière,SPECIES,Pinaceae,3925.0,Pinus,2684241.0,Pinus torreyana,5285764.0,99,EXACT,2,2,Pinus torreyana,Pinus,Pinus,Pinus
Lilium pardalinum,2753192,Lilium pardalinum,<i>Lilium</i> <i>pardalinum</i> Kellogg,SPECIES,Liliaceae,7699.0,Lilium,2752977.0,Lilium pardalinum,2753192.0,100,EXACT,2,2,Lilium pardalinum,Lilium,Lilium,Lilium
Ceanothus gloriosus exaltatus,3874482,Ceanothus gloriosus exaltatus,<i>Ceanothus</i> <i>gloriosus</i> var. <i>exaltatus</i> J.T.Howell,VARIETY,Rhamnaceae,2407.0,Ceanothus,3039297.0,Ceanothus gloriosus,3039305.0,85,EXACT,3,3,Ceanothus gloriosus exaltatus,Ceanothus,Ceanothus,Ceanothus
Smilax herbacea,5295311,Smilax herbacea,<i>Smilax</i> <i>herbacea</i> L.,SPECIES,Smilacaceae,7702.0,Smilax,2740627.0,Smilax herbacea,5295311.0,99,EXACT,2,2,Smilax herbacea,Smilax,Smilax,Smilax
Smilax illinoensis,5295028,Smilax illinoensis,<i>Smilax</i> <i>illinoensis</i> Mangaly,SPECIES,Smilacaceae,7702.0,Smilax,2740627.0,Smilax illinoensis,5295028.0,100,EXACT,2,2,Smilax illinoensis,Smilax,Smilax,Smilax
Physalis pumila,5341810,Physalis pumila,<i>Physalis</i> <i>pumila</i> Nutt.,SPECIES,Solanaceae,7717.0,Physalis,2928907.0,Physalis pumila,5341810.0,100,EXACT,2,2,Physalis pumila,Physalis,Physalis,Physalis
Viola × slavinii,5331269,Viola slavinii,<i>Viola</i> × <i>slavinii</i> House,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola slavinii,5331269.0,100,EXACT,3,2,Viola slavinii,Viola,Viola,Viola
Yucca glauca glauca,6437932,Yucca glauca glauca,<i>Yucca</i> <i>glauca</i> var. <i>glauca</i>,VARIETY,Asparagaceae,7683.0,Yucca,2775496.0,Yucca glauca,2775497.0,88,EXACT,3,3,Yucca glauca glauca,Yucca,Yucca,Yucca
Pinus cembroides cembroides,7306151,Pinus cembroides cembroides,<i>Pinus</i> <i>cembroides</i> subsp. <i>cembroides</i>,SUBSPECIES,Pinaceae,3925.0,Pinus,2684241.0,Pinus cembroides,5285172.0,85,EXACT,3,3,Pinus cembroides cembroides,Pinus,Pinus,Pinus
Crataegus holmesiana,3014062,Crataegus holmesiana,<i>Crataegus</i> <i>holmesiana</i> Ashe,SPECIES,Rosaceae,5015.0,Crataegus,3013395.0,Crataegus holmesiana,3014062.0,100,EXACT,2,2,Crataegus holmesiana,Crataegus,Crataegus,Crataegus
Viburnum × rhytidophylloides,2888588,Viburnum rhytidophylloides,<i>Viburnum</i> × <i>rhytidophylloides</i> Suringar,SPECIES,Viburnaceae,4924416.0,Viburnum,2888580.0,Viburnum rhytidophylloides,2888588.0,100,EXACT,3,2,Viburnum rhytidophylloides,Viburnum,Viburnum,Viburnum
Cirsium calcareum,3112592,Cirsium calcareum,<i>Cirsium</i> <i>calcareum</i> (M.E.Jones) Wooton & Standl.,SPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium calcareum,3112592.0,100,EXACT,2,2,Cirsium calcareum,Cirsium,Cirsium,Cirsium
Cirsium hydrophilum,3112555,Cirsium hydrophilum,<i>Cirsium</i> <i>hydrophilum</i> (Greene) Jeps.,SPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium hydrophilum,3112555.0,100,EXACT,2,2,Cirsium hydrophilum,Cirsium,Cirsium,Cirsium
Vitis × novae-angliae,5372397,Vitis novae-angliae,<i>Vitis</i> × <i>novae-angliae</i> Fernald,SPECIES,Vitaceae,6672.0,Vitis,7467468.0,Vitis novae-angliae,5372397.0,100,EXACT,3,2,Vitis novae-angliae,Vitis,Vitis,Vitis
Allium tuberosum,2856297,Allium tuberosum,<i>Allium</i> <i>tuberosum</i> Rottler ex Spreng.,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium tuberosum,2856297.0,99,EXACT,2,2,Allium tuberosum,Allium,Allium,Allium
Lycopus americanus,5341461,Lycopus americanus,<i>Lycopus</i> <i>americanus</i> Muhl. ex W.P.C.Barton,SPECIES,Lamiaceae,2497.0,Lycopus,2927122.0,Lycopus americanus,5341461.0,99,EXACT,2,2,Lycopus americanus,Lycopus,Lycopus,Lycopus
Physalis neomexicana,5581229,Physalis neomexicana,<i>Physalis</i> <i>neomexicana</i> Rydb.,SPECIES,Solanaceae,7717.0,Physalis,2928907.0,Physalis neomexicana,5581229.0,100,EXACT,2,2,Physalis neomexicana,Physalis,Physalis,Physalis
Yucca utahensis,2775714,Yucca utahensis,<i>Yucca</i> <i>utahensis</i> McKelvey,SPECIES,Asparagaceae,7683.0,Yucca,2775496.0,Yucca utahensis,2775714.0,100,EXACT,2,2,Yucca utahensis,Yucca,Yucca,Yucca
Cirsium wrightii,3113171,Cirsium wrightii,<i>Cirsium</i> <i>wrightii</i> A.Gray,SPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium wrightii,3113171.0,100,EXACT,2,2,Cirsium wrightii,Cirsium,Cirsium,Cirsium
Ceanothus foliosus foliosus,7219566,Ceanothus foliosus foliosus,<i>Ceanothus</i> <i>foliosus</i> var. <i>foliosus</i>,VARIETY,Rhamnaceae,2407.0,Ceanothus,3039297.0,Ceanothus foliosus,3039336.0,85,EXACT,3,3,Ceanothus foliosus foliosus,Ceanothus,Ceanothus,Ceanothus
Pinus ponderosa benthamiana,5285064,Pinus ponderosa benthamiana,<i>Pinus</i> <i>ponderosa</i> var. <i>benthamiana</i> (Hartw.) Vasey,VARIETY,Pinaceae,3925.0,Pinus,2684241.0,Pinus ponderosa,5285053.0,84,EXACT,3,3,Pinus ponderosa benthamiana,Pinus,Pinus,Pinus
Rubus illecebrosus,2995508,Rubus illecebrosus,<i>Rubus</i> <i>illecebrosus</i> Focke,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus illecebrosus,2995508.0,100,EXACT,2,2,Rubus illecebrosus,Rubus,Rubus,Rubus
Amphicarpaea bracteata bracteata,6592498,Amphicarpaea bracteata bracteata,<i>Amphicarpaea</i> <i>bracteata</i> subsp. <i>bracteata</i>,SUBSPECIES,Fabaceae,5386.0,Amphicarpaea,2960157.0,Amphicarpaea bracteata,2960161.0,84,EXACT,3,3,Amphicarpaea bracteata bracteata,Amphicarpaea,Amphicarpaea,Amphicarpaea
Clinopodium talladeganum,12211980,Clinopodium talladeganum,<i>Clinopodium</i> <i>talladeganum</i> B.R.Keener & Floden,SPECIES,Lamiaceae,2497.0,Clinopodium,2926907.0,Clinopodium talladeganum,12211980.0,100,EXACT,2,2,Clinopodium talladeganum,Clinopodium,Clinopodium,Clinopodium
Acer rubrum drummondii,6449332,Acer rubrum drummondii,<i>Acer</i> <i>rubrum</i> var. <i>drummondii</i> (Hook. & Arn. ex Nutt.) Sarg.,VARIETY,Sapindaceae,6657.0,Acer,3189834.0,Acer rubrum,3189883.0,85,EXACT,3,3,Acer rubrum drummondii,Acer,Acer,Acer
Rubus hancinianus,2993414,Rubus hancinianus,<i>Rubus</i> <i>hancinianus</i> L.H.Bailey,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus hancinianus,2993414.0,100,EXACT,2,2,Rubus hancinianus,Rubus,Rubus,Rubus
Vaccinium reticulatum,2882863,Vaccinium reticulatum,<i>Vaccinium</i> <i>reticulatum</i> Sm.,SPECIES,Ericaceae,2505.0,Vaccinium,2882813.0,Vaccinium reticulatum,2882863.0,100,EXACT,2,2,Vaccinium reticulatum,Vaccinium,Vaccinium,Vaccinium
Smilax ecirrhata,5295258,Smilax ecirrhata,<i>Smilax</i> <i>ecirrhata</i> (Engelm. ex Kunth) S.Watson,SPECIES,Smilacaceae,7702.0,Smilax,2740627.0,Smilax ecirrhata,5295258.0,100,EXACT,2,2,Smilax ecirrhata,Smilax,Smilax,Smilax
Allium plummerae,2857533,Allium plummerae,<i>Allium</i> <i>plummerae</i> S.Watson,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium plummerae,2857533.0,100,EXACT,2,2,Allium plummerae,Allium,Allium,Allium
Ribes niveum,2986171,Ribes niveum,<i>Ribes</i> <i>niveum</i> Lindl.,SPECIES,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes niveum,2986171.0,100,EXACT,2,2,Ribes niveum,Ribes,Ribes,Ribes
Lepidium virginicum menziesii,5376651,Lepidium virginicum menziesii,<i>Lepidium</i> <i>virginicum</i> subsp. <i>menziesii</i> (DC.) Thell.,SUBSPECIES,Brassicaceae,3112.0,Lepidium,3051713.0,Lepidium virginicum,5376648.0,85,EXACT,3,3,Lepidium virginicum menziesii,Lepidium,Lepidium,Lepidium
Smilax pulverulenta,5295724,Smilax pulverulenta,<i>Smilax</i> <i>pulverulenta</i> Michx.,SPECIES,Smilacaceae,7702.0,Smilax,2740627.0,Smilax pulverulenta,5295724.0,100,EXACT,2,2,Smilax pulverulenta,Smilax,Smilax,Smilax
Ribes canthariforme,2986144,Ribes canthariforme,<i>Ribes</i> <i>canthariforme</i> Wiggins,SPECIES,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes canthariforme,2986144.0,100,EXACT,2,2,Ribes canthariforme,Ribes,Ribes,Ribes
Callirhoe involucrata involucrata,8132811,Callirhoe involucrata involucrata,<i>Callirhoe</i> <i>involucrata</i> var. <i>involucrata</i>,VARIETY,Malvaceae,6685.0,Callirhoe,3152285.0,Callirhoe involucrata,5406702.0,88,EXACT,3,3,Callirhoe involucrata involucrata,Callirhoe,Callirhoe,Callirhoe
Pilea pumila pumila,7300885,Pilea pumila pumila,<i>Pilea</i> <i>pumila</i> f. <i>pumila</i>,FORM,Urticaceae,6639.0,Pilea,2984417.0,Pilea pumila,5361818.0,84,EXACT,3,3,Pilea pumila pumila,Pilea,Pilea,Pilea
Crataegus schuettei,3014267,Crataegus schuettei,<i>Crataegus</i> <i>schuettei</i> Ashe,SPECIES,Rosaceae,5015.0,Crataegus,3013395.0,Crataegus schuettei,3014267.0,100,EXACT,2,2,Crataegus schuettei,Crataegus,Crataegus,Crataegus
Rubus hirsutus,2989128,Rubus hirsutus,<i>Rubus</i> <i>hirsutus</i> Thunb.,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus hirsutus,2989128.0,99,EXACT,2,2,Rubus hirsutus,Rubus,Rubus,Rubus
Viola umbraticola glaberrima,5665281,Viola umbraticola glaberrima,<i>Viola</i> <i>umbraticola</i> var. <i>glaberrima</i> W.Becker,VARIETY,Violaceae,6631.0,Viola,2874237.0,Viola umbraticola,5331292.0,88,EXACT,3,3,Viola umbraticola glaberrima,Viola,Viola,Viola
Vaccinium oxycoccos,2882940,Vaccinium oxycoccos,<i>Vaccinium</i> <i>oxycoccos</i> L.,SPECIES,Ericaceae,2505.0,Vaccinium,2882813.0,Vaccinium oxycoccos,2882940.0,100,EXACT,2,2,Vaccinium oxycoccos,Vaccinium,Vaccinium,Vaccinium
Physalis acutifolia,5341769,Physalis acutifolia,<i>Physalis</i> <i>acutifolia</i> (Miers) Sandwith,SPECIES,Solanaceae,7717.0,Physalis,2928907.0,Physalis acutifolia,5341769.0,100,EXACT,2,2,Physalis acutifolia,Physalis,Physalis,Physalis
Stellaria sitchana,6364942,Stellaria sitchana,<i>Stellaria</i> <i>sitchana</i> Steud.,SPECIES,Caryophyllaceae,2518.0,Stellaria,3085667.0,Stellaria sitchana,6364942.0,100,EXACT,2,2,Stellaria sitchana,Stellaria,Stellaria,Stellaria
Stellaria cuspidata,5384613,Stellaria cuspidata,<i>Stellaria</i> <i>cuspidata</i> Willd. ex D.F.K.Schltdl.,SPECIES,Caryophyllaceae,2518.0,Stellaria,3085667.0,Stellaria cuspidata,5384613.0,99,EXACT,2,2,Stellaria cuspidata,Stellaria,Stellaria,Stellaria
Chaerophyllum tainturieri tainturieri,6423721,Chaerophyllum tainturieri tainturieri,<i>Chaerophyllum</i> <i>tainturieri</i> var. <i>tainturieri</i>,VARIETY,Apiaceae,6720.0,Chaerophyllum,3034649.0,Chaerophyllum tainturieri,3034651.0,88,EXACT,3,3,Chaerophyllum tainturieri tainturieri,Chaerophyllum,Chaerophyllum,Chaerophyllum
Liatris punctata punctata,4273401,Liatris punctata punctata,<i>Liatris</i> <i>punctata</i> var. <i>punctata</i>,VARIETY,Asteraceae,3065.0,Liatris,3104263.0,Liatris punctata,3104349.0,85,EXACT,3,3,Liatris punctata punctata,Liatris,Liatris,Liatris
Rumex hydrolapathum,7291247,Rumex hydrolapathum,<i>Rumex</i> <i>hydrolapathum</i> (Scop.) Huds.,SPECIES,Polygonaceae,2416.0,Rumex,2888942.0,Rumex hydrolapathum,7291247.0,99,EXACT,2,2,Rumex hydrolapathum,Rumex,Rumex,Rumex
Physalis hederifolia comata,5581353,Physalis hederifolia comata,<i>Physalis</i> <i>hederifolia</i> var. <i>comata</i> (Rydb.) Waterf.,VARIETY,Solanaceae,7717.0,Physalis,2928907.0,Physalis hederifolia,5341807.0,88,EXACT,3,3,Physalis hederifolia comata,Physalis,Physalis,Physalis
Pinus sabiniana,5285255,Pinus sabiniana,<i>Pinus</i> <i>sabiniana</i> Douglas ex D.Don,SPECIES,Pinaceae,3925.0,Pinus,2684241.0,Pinus sabiniana,5285255.0,99,EXACT,2,2,Pinus sabiniana,Pinus,Pinus,Pinus
Quercus palmeri,2880352,Quercus palmeri,<i>Quercus</i> <i>palmeri</i> (Engelm.) Engelm.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus palmeri,2880352.0,100,EXACT,2,2,Quercus palmeri,Quercus,Quercus,Quercus
Rubus hawaiensis,2996680,Rubus hawaiensis,<i>Rubus</i> <i>hawaiensis</i> A.Gray,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus hawaiensis,2996680.0,100,EXACT,2,2,Rubus hawaiensis,Rubus,Rubus,Rubus
Ceanothus martini,3876938,Ceanothus martini,<i>Ceanothus</i> <i>martini</i> M.E.Jones,SPECIES,Rhamnaceae,2407.0,Ceanothus,3039297.0,Ceanothus martini,3876938.0,100,EXACT,2,2,Ceanothus martini,Ceanothus,Ceanothus,Ceanothus
Perilla frutescens crispa,7905147,Perilla frutescens crispa,<i>Perilla</i> <i>frutescens</i> var. <i>crispa</i> (Thunb.) H.Deane,VARIETY,Lamiaceae,2497.0,Perilla,2926832.0,Perilla frutescens,5341394.0,85,EXACT,3,3,Perilla frutescens crispa,Perilla,Perilla,Perilla
Allium fistulosum,2856504,Allium fistulosum,<i>Allium</i> <i>fistulosum</i> L.,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium fistulosum,2856504.0,100,EXACT,2,2,Allium fistulosum,Allium,Allium,Allium
Crataegus chrysocarpa praecox,3015864,Crataegus chrysocarpa praecox,<i>Crataegus</i> <i>chrysocarpa</i> var. <i>praecox</i> (Sarg.) J.B.Phipps,VARIETY,Rosaceae,5015.0,Crataegus,3013395.0,Crataegus chrysocarpa,3015853.0,88,EXACT,3,3,Crataegus chrysocarpa praecox,Crataegus,Crataegus,Crataegus
Viola pedunculata tenuifolia,5663443,Viola pedunculata tenuifolia,<i>Viola</i> <i>pedunculata</i> subsp. <i>tenuifolia</i> Baker & Clausen,SUBSPECIES,Violaceae,6631.0,Viola,2874237.0,Viola pedunculata,5331230.0,85,EXACT,3,3,Viola pedunculata tenuifolia,Viola,Viola,Viola
Persicaria filiformis,7291643,Persicaria filiformis,<i>Persicaria</i> <i>filiformis</i> (Thunb.) Nakai,SPECIES,Polygonaceae,2416.0,Persicaria,6390748.0,Persicaria filiformis,7291643.0,100,EXACT,2,2,Persicaria filiformis,Persicaria,Persicaria,Persicaria
Quercus marilandica,2881630,Quercus marilandica,<i>Quercus</i> <i>marilandica</i> (L.) Münchh.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus marilandica,2881630.0,100,EXACT,2,2,Quercus marilandica,Quercus,Quercus,Quercus
Salicornia pacifica,5383928,Salicornia pacifica,<i>Salicornia</i> <i>pacifica</i> Standl.,SPECIES,Amaranthaceae,3064.0,Salicornia,3083796.0,Salicornia pacifica,5383928.0,100,EXACT,2,2,Salicornia pacifica,Salicornia,Salicornia,Salicornia
Viola lobata,5331345,Viola lobata,<i>Viola</i> <i>lobata</i> Benth.,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola lobata,5331345.0,100,EXACT,2,2,Viola lobata,Viola,Viola,Viola
Physalis grisea,5341797,Physalis grisea,<i>Physalis</i> <i>grisea</i> (Waterf.) M.Martínez,SPECIES,Solanaceae,7717.0,Physalis,2928907.0,Physalis grisea,5341797.0,100,EXACT,2,2,Physalis grisea,Physalis,Physalis,Physalis
Rumex spinosus,2888870,Rumex spinosus,<i>Rumex</i> <i>spinosus</i> L.,SPECIES,Polygonaceae,2416.0,Rumex,2888942.0,Rumex spinosus,2888870.0,99,EXACT,2,2,Rumex spinosus,Rumex,Rumex,Rumex
Yucca gloriosa tristis,2775683,Yucca gloriosa tristis,<i>Yucca</i> <i>gloriosa</i> var. <i>tristis</i> Carrière,VARIETY,Asparagaceae,7683.0,Yucca,2775496.0,Yucca gloriosa,2775619.0,88,EXACT,3,3,Yucca gloriosa tristis,Yucca,Yucca,Yucca
Ribes sanguineum sanguineum,7219277,Ribes sanguineum sanguineum,<i>Ribes</i> <i>sanguineum</i> var. <i>sanguineum</i>,VARIETY,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes sanguineum,2986130.0,88,EXACT,3,3,Ribes sanguineum sanguineum,Ribes,Ribes,Ribes
Yucca faxoniana,2775736,Yucca faxoniana,<i>Yucca</i> <i>faxoniana</i> (Trel.) Sarg.,SPECIES,Asparagaceae,7683.0,Yucca,2775496.0,Yucca faxoniana,2775736.0,100,EXACT,2,2,Yucca faxoniana,Yucca,Yucca,Yucca
Monarda fistulosa fistulosa,7226106,Monarda fistulosa fistulosa,<i>Monarda</i> <i>fistulosa</i> var. <i>fistulosa</i>,VARIETY,Lamiaceae,2497.0,Monarda,2926838.0,Monarda fistulosa,5341411.0,85,EXACT,3,3,Monarda fistulosa fistulosa,Monarda,Monarda,Monarda
Quercus × rehderi,2880500,Quercus rehderi,<i>Quercus</i> × <i>rehderi</i> Trel.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus rehderi,2880500.0,100,EXACT,3,2,Quercus rehderi,Quercus,Quercus,Quercus
Rhus trilobata simplicifolia,3659665,Rhus trilobata simplicifolia,<i>Rhus</i> <i>trilobata</i> var. <i>simplicifolia</i> (Greene) F.A.Barkley,VARIETY,Anacardiaceae,2398.0,Rhus,3190534.0,Rhus trilobata,3190562.0,88,EXACT,3,3,Rhus trilobata simplicifolia,Rhus,Rhus,Rhus
Tradescantia cerinthoides,2765318,Tradescantia cerinthoides,<i>Tradescantia</i> <i>cerinthoides</i> Kunth,SPECIES,Commelinaceae,2763195.0,Tradescantia,2765096.0,Tradescantia cerinthoides,2765318.0,100,EXACT,2,2,Tradescantia cerinthoides,Tradescantia,Tradescantia,Tradescantia
Oxalis montana,2891760,Oxalis montana,<i>Oxalis</i> <i>montana</i> Raf.,SPECIES,Oxalidaceae,6697.0,Oxalis,2891642.0,Oxalis montana,2891760.0,100,EXACT,2,2,Oxalis montana,Oxalis,Oxalis,Oxalis
Rubus recurvans,2998629,Rubus recurvans,<i>Rubus</i> <i>recurvans</i> Blanch.,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus recurvans,2998629.0,100,EXACT,2,2,Rubus recurvans,Rubus,Rubus,Rubus
Vaccinium tenellum,2882847,Vaccinium tenellum,<i>Vaccinium</i> <i>tenellum</i> Aiton,SPECIES,Ericaceae,2505.0,Vaccinium,2882813.0,Vaccinium tenellum,2882847.0,99,EXACT,2,2,Vaccinium tenellum,Vaccinium,Vaccinium,Vaccinium
Allium columbianum,2855924,Allium columbianum,"<i>Allium</i> <i>columbianum</i> (Ownbey & Mingrone) P.M.Peterson, Annable & Rieseberg",SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium columbianum,2855924.0,100,EXACT,2,2,Allium columbianum,Allium,Allium,Allium
Petasites frigidus sagittatus,4238351,Petasites frigidus sagittatus,<i>Petasites</i> <i>frigidus</i> var. <i>sagittatus</i> (Banks ex Pursh) Chern.,VARIETY,Asteraceae,3065.0,Petasites,10717129.0,Petasites frigidus,3088323.0,85,EXACT,3,3,Petasites frigidus sagittatus,Petasites,Petasites,Petasites
Viola latiuscula,5331245,Viola latiuscula,<i>Viola</i> <i>latiuscula</i> Greene,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola latiuscula,5331245.0,100,EXACT,2,2,Viola latiuscula,Viola,Viola,Viola
Suaeda taxifolia,6447543,Suaeda taxifolia,<i>Suaeda</i> <i>taxifolia</i> (Standl.) Standl.,SPECIES,Amaranthaceae,3064.0,Suaeda,7677792.0,Suaeda taxifolia,6447543.0,100,EXACT,2,2,Suaeda taxifolia,Suaeda,Suaeda,Suaeda
Phytolacca americana americana,7219448,Phytolacca americana americana,<i>Phytolacca</i> <i>americana</i> var. <i>americana</i>,VARIETY,Phytolaccaceae,2516.0,Phytolacca,3084013.0,Phytolacca americana,3084015.0,88,EXACT,3,3,Phytolacca americana americana,Phytolacca,Phytolacca,Phytolacca
Trillium viridescens,2742323,Trillium viridescens,<i>Trillium</i> <i>viridescens</i> Nutt.,SPECIES,Melanthiaceae,7700.0,Trillium,2742182.0,Trillium viridescens,2742323.0,100,EXACT,2,2,Trillium viridescens,Trillium,Trillium,Trillium
Chamaenerion angustifolium circumvagum,3666480,Chamaenerion angustifolium circumvagum,<i>Chamaenerion</i> <i>angustifolium</i> subsp. <i>circumvagum</i> (Mosquin) Moldenke,SUBSPECIES,Onagraceae,2430.0,Chamaenerion,8406741.0,Chamaenerion angustifolium,6428353.0,88,EXACT,3,3,Chamaenerion angustifolium circumvagum,Chamaenerion,Chamaenerion,Chamaenerion
Yucca thompsoniana,2775783,Yucca thompsoniana,<i>Yucca</i> <i>thompsoniana</i> Trel.,SPECIES,Asparagaceae,7683.0,Yucca,2775496.0,Yucca thompsoniana,2775783.0,100,EXACT,2,2,Yucca thompsoniana,Yucca,Yucca,Yucca
Monarda stipitatoglandulosa,5605189,Monarda stipitatoglandulosa,<i>Monarda</i> <i>stipitatoglandulosa</i> Waterf.,SPECIES,Lamiaceae,2497.0,Monarda,2926838.0,Monarda fistulosa,5341411.0,100,EXACT,2,2,Monarda stipitatoglandulosa,Monarda,Monarda,Monarda
Viola flettii,5331224,Viola flettii,<i>Viola</i> <i>flettii</i> Piper,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola flettii,5331224.0,100,EXACT,2,2,Viola flettii,Viola,Viola,Viola
Allium proliferum,3697844,Allium proliferum,<i>Allium</i> × <i>proliferum</i> (Moench) Schrad. ex Willd.,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium proliferum,3697844.0,99,EXACT,2,2,Allium proliferum,Allium,Allium,Allium
Viola sororia sororia,5927922,Viola sororia sororia,<i>Viola</i> <i>sororia</i> subsp. <i>sororia</i>,SUBSPECIES,Violaceae,6631.0,Viola,2874237.0,Viola sororia,5331238.0,84,EXACT,3,3,Viola sororia sororia,Viola,Viola,Viola
Claytonia scammaniana,9219805,Claytonia scammaniana,<i>Claytonia</i> <i>scammaniana</i> Hultén,SPECIES,Montiaceae,4898338.0,Claytonia,3084729.0,Claytonia scammaniana,9219805.0,100,EXACT,2,2,Claytonia scammaniana,Claytonia,Claytonia,Claytonia
Ceanothus oliganthus oliganthus,6449224,Ceanothus oliganthus oliganthus,<i>Ceanothus</i> <i>oliganthus</i> subsp. <i>oliganthus</i>,SUBSPECIES,Rhamnaceae,2407.0,Ceanothus,3039297.0,Ceanothus oliganthus,3039398.0,88,EXACT,3,3,Ceanothus oliganthus oliganthus,Ceanothus,Ceanothus,Ceanothus
Sideroxylon lanuginosum lanuginosum,7065384,Sideroxylon lanuginosum lanuginosum,<i>Sideroxylon</i> <i>lanuginosum</i> subsp. <i>lanuginosum</i>,SUBSPECIES,Sapotaceae,8802.0,Sideroxylon,2886817.0,Sideroxylon lanuginosum,2887069.0,88,EXACT,3,3,Sideroxylon lanuginosum lanuginosum,Sideroxylon,Sideroxylon,Sideroxylon
