searchedName,usageKey,canonicalName,formattedName,rank,family,family_key,genus,genus_key,species,species_key,confidence,matchType
Vaccinium uliginosum,8073364,Vaccinium uliginosum,<i>Vaccinium</i> <i>uliginosum</i> L.,SPECIES,Ericaceae,2505,Vaccinium,2882813,Vaccinium uliginosum,8073364,100,EXACT
Rhus,3190534,Rhus,<i>Rhus</i> L.,GENUS,Anacardiaceae,2398,Rhus,3190534,,,80,HIGHERRANK
Rhus coppalina,3190557,Rhus copallina,<i>Rhus</i> <i>copallina</i> L.,SPECIES,Anacardiaceae,2398,Rhus,3190534,Rhus copallina,3190557,97,VARIANT
Rhus typhina,3190538,Rhus typhina,<i>Rhus</i> <i>typhina</i> L.,SPECIES,Anacardiaceae,2398,Rhus,3190534,Rhus typhina,3190538,100,EXACT
Rhus glabra,3190544,Rhus glabra,<i>Rhus</i> <i>glabra</i> L.,SPECIES,Anacardiaceae,2398,Rhus,3190534,Rhus glabra,3190544,100,EXACT
Rhus aromatica,3190558,Rhus aromatica,<i>Rhus</i> <i>aromatica</i> Aiton,SPECIES,Anacardiaceae,2398,Rhus,3190534,Rhus aromatica,3190558,100,EXACT
Zanthoxylum americanum,3190089,Zanthoxylum americanum,<i>Zanthoxylum</i> <i>americanum</i> Mill.,SPECIES,Rutaceae,2396,Zanthoxylum,3190076,Zanthoxylum americanum,3190089,100,EXACT
Amorpha canescens,5357388,Amorpha canescens,<i>Amorpha</i> <i>canescens</i> Pursh,SPECIES,Fabaceae,5386,Amorpha,2965599,Amorpha canescens,5357388,99,EXACT
Comptonia peregrina,5414197,Comptonia peregrina,<i>Comptonia</i> <i>peregrina</i> (L.) J.M.Coult.,SPECIES,Myricaceae,2432,Comptonia,8464883,Comptonia peregrina,5414197,100,EXACT
Myrica gale,5414202,Myrica gale,<i>Myrica</i> <i>gale</i> L.,SPECIES,Myricaceae,2432,Myrica,5938218,Myrica gale,5414202,100,EXACT
Myrica pensylvanica,7780807,Morella,<i>Morella</i> Lour.,GENUS,Myricaceae,2432,Morella,7780807,,,99,HIGHERRANK
Ledum groenlandicum,2882982,Ledum groenlandicum,<i>Ledum</i> <i>groenlandicum</i> Oeder,SPECIES,Ericaceae,2505,Rhododendron,2883026,Rhododendron groenlandicum,2882984,99,EXACT
Chamaedaphne calyculata,5333436,Chamaedaphne calyculata,<i>Chamaedaphne</i> <i>calyculata</i> (L.) Moench,SPECIES,Ericaceae,2505,Chamaedaphne,8388331,Chamaedaphne calyculata,5333436,99,EXACT
Vitis,7467468,Vitis,<i>Vitis</i> L.,GENUS,Vitaceae,6672,Vitis,7467468,,,80,HIGHERRANK
Ampelopsis cordata,3039183,Ampelopsis cordata,<i>Ampelopsis</i> <i>cordata</i> Michx.,SPECIES,Vitaceae,6672,Ampelopsis,3039178,Ampelopsis cordata,3039183,100,EXACT
Vitis rotundifolia,5372394,Vitis rotundifolia,<i>Vitis</i> <i>rotundifolia</i> Michx.,SPECIES,Vitaceae,6672,Vitis,7467468,Vitis rotundifolia,5372394,99,EXACT
Ampelopsis arborea,8363567,Ampelopsis arborea,"<i>Ampelopsis</i> <i>arborea</i> Kochne, 1893",SPECIES,Vitaceae,6672,Ampelopsis,3039178,Ampelopsis arborea,8363567,99,EXACT
Smilax,2740627,Smilax,<i>Smilax</i> L.,GENUS,Smilacaceae,7702,Smilax,2740627,,,80,HIGHERRANK
Celastrus scandens,3169171,Celastrus scandens,<i>Celastrus</i> <i>scandens</i> L.,SPECIES,Celastraceae,6715,Celastrus,3169168,Celastrus scandens,3169171,99,EXACT
Lonicera japonica,5334240,Lonicera japonica,<i>Lonicera</i> <i>japonica</i> Thunb.,SPECIES,Caprifoliaceae,6710,Lonicera,2888645,Lonicera japonica,5334240,99,EXACT
Parthenocissus quinquefolia,3039194,Parthenocissus quinquefolia,<i>Parthenocissus</i> <i>quinquefolia</i> (L.) Planch.,SPECIES,Vitaceae,6672,Parthenocissus,3039188,Parthenocissus quinquefolia,3039194,100,EXACT
Parthenocissus vitacea,3039193,Parthenocissus vitacea,<i>Parthenocissus</i> <i>vitacea</i> (Knerr) Hitchc.,SPECIES,Vitaceae,6672,Parthenocissus,3039188,Parthenocissus inserta,3039203,100,EXACT
Pueraria lobata,2977654,Pueraria lobata,<i>Pueraria</i> <i>lobata</i> (Willd.) Ohwi,SPECIES,Fabaceae,5386,Pueraria,2977604,Pueraria montana,2977636,99,EXACT
Wisteria,2977309,Wisteria,<i>Wisteria</i> Nutt.,GENUS,Fabaceae,5386,Wisteria,2977309,,,80,HIGHERRANK
Scirpus validus,7708,Cyperaceae,<i>Cyperaceae</i>,FAMILY,Cyperaceae,7708,,,,,99,HIGHERRANK
Typha validus,2702102,Typha,<i>Typha</i> L.,GENUS,Typhaceae,4246,Typha,2702102,,,96,HIGHERRANK
Zizaniopsis miliaceae,2703487,Zizaniopsis miliacea,<i>Zizaniopsis</i> <i>miliacea</i> (Michx.) Döll & Asch.,SPECIES,Poaceae,3073,Zizaniopsis,2703486,Zizaniopsis miliacea,2703487,97,VARIANT
Zizania palustris,2703230,Zizania palustris,<i>Zizania</i> <i>palustris</i> L.,SPECIES,Poaceae,3073,Zizania,2703227,Zizania palustris,2703230,100,EXACT
Zizania aquatica,2703228,Zizania aquatica,<i>Zizania</i> <i>aquatica</i> L.,SPECIES,Poaceae,3073,Zizania,2703227,Zizania aquatica,2703228,100,EXACT
Bolboschoenus fluviatilis,7953794,Bolboschoenus fluviatilis,<i>Bolboschoenus</i> <i>fluviatilis</i> (Torr.) Soják,SPECIES,Cyperaceae,7708,Bolboschoenus,2718273,Bolboschoenus fluviatilis,7953794,99,EXACT
Typha,2702102,Typha,<i>Typha</i> L.,GENUS,Typhaceae,4246,Typha,2702102,,,80,HIGHERRANK
Sparganium eurycarpum,2702394,Sparganium eurycarpum,<i>Sparganium</i> <i>eurycarpum</i> Engelm.,SPECIES,Typhaceae,4246,Sparganium,2702260,Sparganium eurycarpum,2702394,99,EXACT
Acorus,11457635,Acorus,"<i>Acorus</i> sp. Linnaeus, 1753",SPECIES,Acoraceae,3719,Acorus,2730063,Acorus,11457635,98,HIGHERRANK
A. americanus,6,Plantae,<i>Plantae</i>,KINGDOM,,,,,,,99,HIGHERRANK
Vallisneria americana,2865501,Vallisneria americana,<i>Vallisneria</i> <i>americana</i> Michx.,SPECIES,Hydrocharitaceae,3721,Vallisneria,2865241,Vallisneria americana,2865501,100,EXACT
Nasturtium officinale,7701037,Nasturtium officinale,<i>Nasturtium</i> <i>officinale</i> R.Br.,SPECIES,Brassicaceae,3112,Nasturtium,7774084,Nasturtium officinale,7701037,99,EXACT
Sium suave,3034526,Sium suave,<i>Sium</i> <i>suave</i> Walter,SPECIES,Apiaceae,6720,Sium,3034525,Sium suave,3034526,100,EXACT
Berula erecta,3034699,Berula erecta,<i>Berula</i> <i>erecta</i> (Huds.) Coville,SPECIES,Apiaceae,6720,Berula,7607352,Berula erecta,3034699,100,EXACT
Berula pusilla,8594625,Berula pusilla,<i>Berula</i> <i>pusilla</i> (Nutt.) Fernald,SPECIES,Apiaceae,6720,Berula,7607352,Berula erecta,3034699,100,EXACT
Veronica americana,3172084,Veronica americana,<i>Veronica</i> <i>americana</i> (Raf.) Schwein. ex Benth.,SPECIES,Plantaginaceae,2420,Veronica,3172047,Veronica americana,3172084,99,EXACT
Alternanthera philoxeroides,3084923,Alternanthera philoxeroides,<i>Alternanthera</i> <i>philoxeroides</i> (Mart.) Griseb.,SPECIES,Amaranthaceae,3064,Alternanthera,3084921,Alternanthera philoxeroides,3084923,100,EXACT
Trapa natans,3188757,Trapa natans,<i>Trapa</i> <i>natans</i> L.,SPECIES,Lythraceae,6684,Trapa,3188756,Trapa natans,3188757,99,EXACT
Hydrocotyle umbellata,3034614,Hydrocotyle umbellata,<i>Hydrocotyle</i> <i>umbellata</i> L.,SPECIES,Araliaceae,8800,Hydrocotyle,3034601,Hydrocotyle umbellata,3034614,100,EXACT
Sagittaria latifolia,5328909,Sagittaria latifolia,<i>Sagittaria</i> <i>latifolia</i> Willd.,SPECIES,Alismataceae,3720,Sagittaria,2766037,Sagittaria latifolia,5328909,100,EXACT
Sagittaria rigida,5329027,Sagittaria rigida,<i>Sagittaria</i> <i>rigida</i> Pursh,SPECIES,Alismataceae,3720,Sagittaria,2766037,Sagittaria rigida,5329027,100,EXACT
Alisma plantago-aquatica,2865100,Alisma plantago-aquatica,<i>Alisma</i> <i>plantago-aquatica</i> L.,SPECIES,Alismataceae,3720,Alisma,2865099,Alisma plantago-aquatica,2865100,100,EXACT
Brasenia schreberi,2882446,Brasenia schreberi,<i>Brasenia</i> <i>schreberi</i> J.F.Gmel.,SPECIES,Cabombaceae,6681,Brasenia,2882445,Brasenia schreberi,2882446,100,EXACT
Nelumbo lutea,7503234,Nelumbo lutea,<i>Nelumbo</i> <i>lutea</i> (Willd.) Pers.,SPECIES,Nelumbonaceae,2424,Nelumbo,2882448,Nelumbo lutea,7503234,99,EXACT
Nuphar,2882408,Nuphar,<i>Nuphar</i> Sm.,GENUS,Nymphaeaceae,2423,Nuphar,2882408,,,80,HIGHERRANK
Peltandra virginica,5330182,Peltandra virginica,<i>Peltandra</i> <i>virginica</i> (L.) Schott,SPECIES,Araceae,6979,Peltandra,2867745,Peltandra virginica,5330182,99,EXACT
Colocasia esculenta,5330776,Colocasia esculenta,<i>Colocasia</i> <i>esculenta</i> (L.) Schott,SPECIES,Araceae,6979,Colocasia,5330758,Colocasia esculenta,5330776,100,EXACT
Eichhornia crassipes,2765940,Eichhornia crassipes,<i>Eichhornia</i> <i>crassipes</i> (Mart.) Solms,SPECIES,Pontederiaceae,3731,Pontederia,2740415,Pontederia crassipes,2765942,100,EXACT
Pontederia cordata,2766030,Pontederia cordata,<i>Pontederia</i> <i>cordata</i> L.,SPECIES,Pontederiaceae,3731,Pontederia,2740415,Pontederia cordata,2766030,99,EXACT
Allium,11893016,Allium,"<i>Allium</i> sp. Boiss.Following Stearn, 1882",SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium,11893016,97,HIGHERRANK
Allium vineale,7792960,Allium vineale,<i>Allium</i> <i>vineale</i> L.,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium vineale,7792960,99,EXACT
Allium anadence,9624496,Allium,<i>Allium</i> L.,GENUS,Amaryllidaceae,7682,Allium,9624496,,,95,HIGHERRANK
Allium schoenophrasum,2855860,Allium schoenoprasum,<i>Allium</i> <i>schoenoprasum</i> L.,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium schoenoprasum,2855860,96,VARIANT
Allium sativum,2856681,Allium sativum,<i>Allium</i> <i>sativum</i> L.,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium sativum,2856681,100,EXACT
Allium canadense,2855611,Allium canadense,<i>Allium</i> <i>canadense</i> L.,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium canadense,2855611,99,EXACT
Allium textile,2855724,Allium textile,<i>Allium</i> <i>textile</i> A.Nelson & J.F.Macbr.,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium textile,2855724,100,EXACT
Allium drummondii,2856855,Allium drummondii,<i>Allium</i> <i>drummondii</i> Regel,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium drummondii,2856855,100,EXACT
Allium cernuum,2856745,Allium cernuum,<i>Allium</i> <i>cernuum</i> Roth,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium cernuum,2856745,99,EXACT
Allium stellatum,2856866,Allium stellatum,<i>Allium</i> <i>stellatum</i> Nutt. ex Ker Gawl.,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium stellatum,2856866,99,EXACT
Nothocalais cuspidata,3130419,Nothocalais cuspidata,<i>Nothocalais</i> <i>cuspidata</i> (Pursh) Greene,SPECIES,Asteraceae,3065,Microseris,3130201,Microseris cuspidata,5399495,100,EXACT
Tragopogon,3092408,Tragopogon,<i>Tragopogon</i> L.,GENUS,Asteraceae,3065,Tragopogon,3092408,,,80,HIGHERRANK
T. pratensis,6,Plantae,<i>Plantae</i>,KINGDOM,,,,,,,99,HIGHERRANK
Tradescantia,2765096,Tradescantia,<i>Tradescantia</i> Ruppius ex L.,GENUS,Commelinaceae,2763195,Tradescantia,2765096,,,80,HIGHERRANK
Hemerocallis fulva,2781074,Hemerocallis fulva,<i>Hemerocallis</i> <i>fulva</i> (L.) L.,SPECIES,Asphodelaceae,4259209,Hemerocallis,9557223,Hemerocallis fulva,2781074,100,EXACT
Cyperus esculentus,2716226,Cyperus esculentus,<i>Cyperus</i> <i>esculentus</i> L.,SPECIES,Cyperaceae,7708,Cyperus,2713455,Cyperus esculentus,2716226,99,EXACT
Cyperus rotundus,2714818,Cyperus rotundus,<i>Cyperus</i> <i>rotundus</i> L.,SPECIES,Cyperaceae,7708,Cyperus,2713455,Cyperus rotundus,2714818,99,EXACT
Leucocrinum montanum,2770873,Leucocrinum montanum,<i>Leucocrinum</i> <i>montanum</i> Nutt. ex A.Gray,SPECIES,Asparagaceae,7683,Leucocrinum,2770872,Leucocrinum montanum,2770873,99,EXACT
Arundinaria gigantea,2705964,Arundinaria gigantea,<i>Arundinaria</i> <i>gigantea</i> (Walter) Muhl.,SPECIES,Poaceae,3073,Arundinaria,2705960,Arundinaria gigantea,2705964,99,EXACT
Acorus calamus,2873769,Acorus calamus,<i>Acorus</i> <i>calamus</i> L.,SPECIES,Acoraceae,3719,Acorus,2730063,Acorus calamus,2873769,100,EXACT
Phragmites communis,5290153,Phragmites communis,<i>Phragmites</i> <i>communis</i> Trin.,SPECIES,Poaceae,3073,Phragmites,2705783,Phragmites australis,5290149,100,EXACT
Oryzopsis hymenoides,2703429,Oryzopsis hymenoides,<i>Oryzopsis</i> <i>hymenoides</i> (Roem. & Schult.) Ricker ex Piper,SPECIES,Poaceae,3073,Eriocoma,6432088,Eriocoma hymenoides,5676924,99,EXACT
Phalaris caroliniana,5289760,Phalaris caroliniana,<i>Phalaris</i> <i>caroliniana</i> Walter,SPECIES,Poaceae,3073,Phalaris,2703277,Phalaris caroliniana,5289760,100,EXACT
Hordeum pusillum,2706070,Hordeum pusillum,<i>Hordeum</i> <i>pusillum</i> Nutt.,SPECIES,Poaceae,3073,Hordeum,2706050,Hordeum pusillum,2706070,100,EXACT
Liatris punctata,3104349,Liatris punctata,<i>Liatris</i> <i>punctata</i> Hook.,SPECIES,Asteraceae,3065,Liatris,3104263,Liatris punctata,3104349,100,EXACT
Plantago maritima,3189755,Plantago maritima,<i>Plantago</i> <i>maritima</i> L.,SPECIES,Plantaginaceae,2420,Plantago,3189695,Plantago maritima,3189755,99,EXACT
Yucca,2775496,Yucca,<i>Yucca</i> L.,GENUS,Asparagaceae,7683,Yucca,2775496,,,80,HIGHERRANK
Nothoscordum bivalve,2855600,Nothoscordum bivalve,<i>Nothoscordum</i> <i>bivalve</i> (L.) Britton,SPECIES,Amaryllidaceae,7682,Nothoscordum,2771093,Nothoscordum bivalve,2855600,100,EXACT
Triglochin maritima,2865368,Triglochin maritima,<i>Triglochin</i> <i>maritima</i> L.,SPECIES,Juncaginaceae,7679,Triglochin,2777072,Triglochin maritima,2865368,99,EXACT
Muscari,2772004,Muscari,<i>Muscari</i> Mill.,GENUS,Asparagaceae,7683,Muscari,2772004,,,80,HIGHERRANK
Camassia,2769068,Camassia,<i>Camassia</i> Lindl.,GENUS,Asparagaceae,7683,Camassia,2769068,,,80,HIGHERRANK
Camassia angusta,2769080,Camassia angusta,<i>Camassia</i> <i>angusta</i> (Engelm. & A.Gray) Blank.,SPECIES,Asparagaceae,7683,Camassia,2769068,Camassia angusta,2769080,100,EXACT
Aplectrum hyemale,7585836,Aplectrum hyemale,<i>Aplectrum</i> <i>hyemale</i> (Muhl. ex Willd.) Torr.,SPECIES,Orchidaceae,7689,Aplectrum,2814441,Aplectrum hyemale,7585836,99,EXACT
Tipularia discolor,5308378,Tipularia discolor,<i>Tipularia</i> <i>discolor</i> (Pursh) Nutt.,SPECIES,Orchidaceae,7689,Tipularia,2795828,Tipularia discolor,5308378,100,EXACT
Asarum canadense,2873947,Asarum canadense,<i>Asarum</i> <i>canadense</i> L.,SPECIES,Aristolochiaceae,3066,Asarum,2873945,Asarum canadense,2873947,100,EXACT
Erythronium,2740136,Erythronium,<i>Erythronium</i> L.,GENUS,Liliaceae,7699,Erythronium,2740136,,,80,HIGHERRANK
Clintonia borealis,2753574,Clintonia borealis,<i>Clintonia</i> <i>borealis</i> (Aiton) Raf.,SPECIES,Liliaceae,7699,Clintonia,2753553,Clintonia borealis,2753574,100,EXACT
Symplocarpus foetidus,2870117,Symplocarpus foetidus,<i>Symplocarpus</i> <i>foetidus</i> (L.) Salisb. ex W.P.C.Barton,SPECIES,Araceae,6979,Symplocarpus,8211840,Symplocarpus foetidus,2870117,99,EXACT
Oxyria digyna,2889358,Oxyria digyna,<i>Oxyria</i> <i>digyna</i> (L.) Hill,SPECIES,Polygonaceae,2416,Oxyria,2889357,Oxyria digyna,2889358,100,EXACT
Dodecatheon,7597718,Dodecatheon,<i>Dodecatheon</i> L.,GENUS,Primulaceae,6674,Dodecatheon,7597718,,,80,HIGHERRANK
Plantago major,3189767,Plantago major,<i>Plantago</i> <i>major</i> L.,SPECIES,Plantaginaceae,2420,Plantago,3189695,Plantago major,3189767,99,EXACT
Plantago rugelii,3189781,Plantago rugelii,<i>Plantago</i> <i>rugelii</i> Decne.,SPECIES,Plantaginaceae,2420,Plantago,3189695,Plantago rugelii,3189781,100,EXACT
Plantago lanceolata,8208358,Plantago lanceolata,<i>Plantago</i> <i>lanceolata</i> L.,SPECIES,Plantaginaceae,2420,Plantago,3189695,Plantago lanceolata,8208358,99,EXACT
Viola sororia,5331238,Viola sororia,<i>Viola</i> <i>sororia</i> Willd.,SPECIES,Violaceae,6631,Viola,2874237,Viola sororia,5331238,100,EXACT
Viola sagittata,5331364,Viola sagittata,<i>Viola</i> <i>sagittata</i> Aiton,SPECIES,Violaceae,6631,Viola,2874237,Viola sagittata,5331364,100,EXACT
Viola pedata,5331278,Viola pedata,<i>Viola</i> <i>pedata</i> L.,SPECIES,Violaceae,6631,Viola,2874237,Viola pedata,5331278,100,EXACT
Taraxacum officinale,5394163,Taraxacum officinale,<i>Taraxacum</i> <i>officinale</i> Weber ex F.H.Wigg.,SPECIES,Asteraceae,3065,Taraxacum,7787708,Taraxacum officinale,5394163,99,EXACT
Krigia dandelion,3132416,Krigia dandelion,<i>Krigia</i> <i>dandelion</i> (L.) Nutt.,SPECIES,Asteraceae,3065,Krigia,3132392,Krigia dandelion,3132416,100,EXACT
Pyrrhopappus grandiflorus,3145231,Pyrrhopappus grandiflorus,<i>Pyrrhopappus</i> <i>grandiflorus</i> (Nutt.) Nutt.,SPECIES,Asteraceae,3065,Pyrrhopappus,3145230,Pyrrhopappus grandiflorus,3145231,100,EXACT
Hypochaeris radicata,3093702,Hypochaeris radicata,<i>Hypochaeris</i> <i>radicata</i> L.,SPECIES,Asteraceae,3065,Hypochaeris,3093681,Hypochaeris radicata,3093702,100,EXACT
Leontodon autumnalis,8058115,Leontodon autumnalis,"<i>Leontodon</i> <i>autumnalis</i> Oeder, 1816",SPECIES,Asteraceae,3065,Leontodon,3137422,Leontodon autumnalis,8058115,99,EXACT
Oenothera caespitosa,2430,Onagraceae,<i>Onagraceae</i>,FAMILY,Onagraceae,2430,,,,,99,HIGHERRANK
Bellis perennis,3117424,Bellis perennis,<i>Bellis</i> <i>perennis</i> L.,SPECIES,Asteraceae,3065,Bellis,3117399,Bellis perennis,3117424,100,EXACT
Saxifraga pensylvanica,3032700,Saxifraga pensylvanica,<i>Saxifraga</i> <i>pensylvanica</i> L.,SPECIES,Saxifragaceae,2402,Micranthes,6447095,Micranthes pensylvanica,5939580,100,EXACT
Saxifraga micranthidifolia,3032853,Saxifraga micranthidifolia,<i>Saxifraga</i> <i>micranthidifolia</i> (Haw.) Steud.,SPECIES,Saxifragaceae,2402,Micranthes,6447095,Micranthes micranthidifolia,5939569,99,EXACT
Tussilago farfara,3149879,Tussilago farfara,<i>Tussilago</i> <i>farfara</i> L.,SPECIES,Asteraceae,3065,Tussilago,3149878,Tussilago farfara,3149879,100,EXACT
Petasites frigidus,3088323,Petasites frigidus,<i>Petasites</i> <i>frigidus</i> (L.) Fr.,SPECIES,Asteraceae,3065,Petasites,10717129,Petasites frigidus,3088323,100,EXACT
Hydrocotyle bonariensis,3034611,Hydrocotyle bonariensis,<i>Hydrocotyle</i> <i>bonariensis</i> Comm. ex Lam.,SPECIES,Araliaceae,8800,Hydrocotyle,3034601,Hydrocotyle bonariensis,3034611,99,EXACT
Centella erecta,8598241,Centella erecta,<i>Centella</i> <i>erecta</i> (L.fil.) Fernald,SPECIES,Apiaceae,6720,Centella,3034124,Centella erecta,8598241,100,EXACT
Aralia nudicaulis,3037021,Aralia nudicaulis,<i>Aralia</i> <i>nudicaulis</i> L.,SPECIES,Araliaceae,8800,Aralia,3036858,Aralia nudicaulis,3037021,99,EXACT
Trifolium repens,5358748,Trifolium repens,<i>Trifolium</i> <i>repens</i> L.,SPECIES,Fabaceae,5386,Trifolium,2973363,Trifolium repens,5358748,99,EXACT
Lomatium foeniculaceum,3034267,Lomatium foeniculaceum,<i>Lomatium</i> <i>foeniculaceum</i> (Nutt.) J.M.Coult. & Rose,SPECIES,Apiaceae,6720,Lomatium,8394726,Lomatium foeniculaceum,3034267,100,EXACT
Musineon tenuifolium,7658142,Musineon tenuifolium,<i>Musineon</i> <i>tenuifolium</i> Nutt.,SPECIES,Apiaceae,6720,Musineon,3034879,Musineon tenuifolium,7658142,99,EXACT
Cymopterus acaulis,3034473,Cymopterus acaulis,<i>Cymopterus</i> <i>acaulis</i> Raf.,SPECIES,Apiaceae,6720,Cymopterus,3034443,Cymopterus glomeratus,6026405,99,EXACT
Cymopterus montanus,7911387,Cymopterus montanus,<i>Cymopterus</i> <i>montanus</i> Nutt.,SPECIES,Apiaceae,6720,Cymopterus,3034443,Cymopterus montanus,7911387,99,EXACT
Potentilla anserina,5366829,Potentilla anserina,<i>Potentilla</i> <i>anserina</i> L.,SPECIES,Rosaceae,5015,Argentina,3026341,Argentina anserina,5367246,99,EXACT
Fragaria,3029779,Fragaria,<i>Fragaria</i> L.,GENUS,Rosaceae,5015,Fragaria,3029779,,,80,HIGHERRANK
Fragaria virginiana,7950792,Fragaria virginiana,<i>Fragaria</i> <i>virginiana</i> Duchesne,SPECIES,Rosaceae,5015,Fragaria,3029779,Fragaria virginiana,7950792,99,EXACT
Fragaria vesca,3029817,Fragaria vesca,<i>Fragaria</i> <i>vesca</i> L.,SPECIES,Rosaceae,5015,Fragaria,3029779,Fragaria vesca,3029817,99,EXACT
Oxalis violacea,2891708,Oxalis violacea,<i>Oxalis</i> <i>violacea</i> L.,SPECIES,Oxalidaceae,6697,Oxalis,2891642,Oxalis violacea,2891708,99,EXACT
Pediomelum hypogaeum,2944196,Pediomelum hypogaeum,<i>Pediomelum</i> <i>hypogaeum</i> (Nutt.) Rydb.,SPECIES,Fabaceae,5386,Pediomelum,2959963,Pediomelum hypogaeum,2944196,100,EXACT
Pediomelum subacaule,2959964,Pediomelum subacaule,<i>Pediomelum</i> <i>subacaule</i> (Torr. & A.Gray) Rydb.,SPECIES,Fabaceae,5386,Pediomelum,2959963,Pediomelum subacaule,2959964,100,EXACT
Anemonella thalictroides,3033115,Anemonella thalictroides,<i>Anemonella</i> <i>thalictroides</i> (L.) Spach,SPECIES,Ranunculaceae,2410,Thalictrum,3033112,Thalictrum thalictroides,3033114,99,EXACT
Mollugo verticillata,3084611,Mollugo verticillata,<i>Mollugo</i> <i>verticillata</i> L.,SPECIES,Molluginaceae,2517,Mollugo,3084606,Mollugo verticillata,3084611,99,EXACT
Krigia caespitosa,4273501,Krigia caespitosa,<i>Krigia</i> <i>caespitosa</i> (Raf.) K.L.Chambers,SPECIES,Asteraceae,3065,Krigia,3132392,Krigia caespitosa,4273501,100,EXACT
Salvia lyrata,2927027,Salvia lyrata,<i>Salvia</i> <i>lyrata</i> L.,SPECIES,Lamiaceae,2497,Salvia,2926981,Salvia lyrata,2927027,100,EXACT
Silphium perfoliatum,3092576,Silphium perfoliatum,<i>Silphium</i> <i>perfoliatum</i> L.,SPECIES,Asteraceae,3065,Silphium,3092563,Silphium perfoliatum,3092576,100,EXACT
Valerianella,11070217,Valerianella,<i>Valerianella</i> sp. Boiss. & Balansa,SPECIES,Caprifoliaceae,6710,Valerianella,2888767,Valerianella lasiocarpa,4094788,97,HIGHERRANK
Claytonia,3084729,Claytonia,<i>Claytonia</i> L.,GENUS,Montiaceae,4898338,Claytonia,3084729,,,95,HIGHERRANK
Prunella vulgaris,5341297,Prunella vulgaris,<i>Prunella</i> <i>vulgaris</i> L.,SPECIES,Lamiaceae,2497,Prunella,2926553,Prunella vulgaris,5341297,99,EXACT
Silene vulgaris,9172281,Silene vulgaris,<i>Silene</i> <i>vulgaris</i> (Moench) Garcke,SPECIES,Caryophyllaceae,2518,Silene,3085897,Silene vulgaris,9172281,100,EXACT
Silene cserii,5384782,Silene csereii,<i>Silene</i> <i>csereii</i> Baumg.,SPECIES,Caryophyllaceae,2518,Silene,3085897,Silene csereii,5384782,95,VARIANT
Silene alba,3085897,Silene,<i>Silene</i> L.,GENUS,Caryophyllaceae,2518,Silene,3085897,,,99,HIGHERRANK
Podophyllum peltatum,3033839,Podophyllum peltatum,<i>Podophyllum</i> <i>peltatum</i> L.,SPECIES,Berberidaceae,6673,Podophyllum,3033838,Podophyllum peltatum,3033839,100,EXACT
Dentaria laciniata,5374824,Dentaria laciniata,<i>Dentaria</i> <i>laciniata</i> Muhl.,SPECIES,Brassicaceae,3112,Cardamine,3045622,Cardamine concatenata,3046217,99,EXACT
Dentaria multifida,5374763,Dentaria multifida,<i>Dentaria</i> <i>multifida</i> Muhl. ex Elliott,SPECIES,Brassicaceae,3112,Cardamine,3045622,Cardamine dissecta,3045698,99,EXACT
Dentaria heterophylla,5374774,Dentaria heterophylla,<i>Dentaria</i> <i>heterophylla</i> Nutt.,SPECIES,Brassicaceae,3112,Cardamine,3045622,Cardamine angustata,3045786,100,EXACT
Dentaria diphylla,5374767,Dentaria diphylla,<i>Dentaria</i> <i>diphylla</i> Michx.,SPECIES,Brassicaceae,3112,Cardamine,3045622,Cardamine diphylla,3045717,100,EXACT
Rumex acetosella,2888995,Rumex acetosella,<i>Rumex</i> <i>acetosella</i> L.,SPECIES,Polygonaceae,2416,Rumex,2888942,Rumex acetosella,2888995,99,EXACT
Rumex hastatalus,7840099,Rumex hastatulus,<i>Rumex</i> <i>hastatulus</i> Baldwin ex Elliott,SPECIES,Polygonaceae,2416,Rumex,2888942,Rumex hastatulus,7840099,95,VARIANT
Rumex acetosa,2888951,Rumex acetosa,<i>Rumex</i> <i>acetosa</i> L.,SPECIES,Polygonaceae,2416,Rumex,2888942,Rumex acetosa,2888951,100,EXACT
Ficaria verna,9094061,Ficaria verna,<i>Ficaria</i> <i>verna</i> Huds.,SPECIES,Ranunculaceae,2410,Ficaria,3234342,Ficaria verna,9094061,100,EXACT
Bistorta vivipara,2889299,Bistorta vivipara,<i>Bistorta</i> <i>vivipara</i> (L.) Delarbre,SPECIES,Polygonaceae,2416,Bistorta,8148051,Bistorta vivipara,2889299,99,EXACT
Rumex,2888942,Rumex,<i>Rumex</i> L.,GENUS,Polygonaceae,2416,Rumex,2888942,,,80,HIGHERRANK
Rumex crispus,8195144,Rumex crispus,<i>Rumex</i> <i>crispus</i> L.,SPECIES,Polygonaceae,2416,Rumex,2888942,Rumex crispus,8195144,99,EXACT
