searchedName,usageKey,canonicalName,formattedName,rank,family,family_key,genus,genus_key,species,species_key,confidence,matchType
Matricaria matricarioides,3103805,Matricaria matricarioides,"<i>Matricaria</i> <i>matricarioides</i> (Less.) Porter, 1894",SPECIES,Asteraceae,3065,Matricaria,3103757,Matricaria discoidea,3103791,99,EXACT
Foeniculum vulgare,3034922,Foeniculum vulgare,<i>Foeniculum</i> <i>vulgare</i> Mill.,SPECIES,Apiaceae,6720,Foeniculum,10704390,Foeniculum vulgare,3034922,99,EXACT
Conioselinum chinense,3034690,Conioselinum chinense,"<i>Conioselinum</i> <i>chinense</i> (L.) Britton, Sterns & Poggenb.",SPECIES,Apiaceae,6720,Kreidion,6026518,Kreidion chinensis,3631470,100,EXACT
Carum carvi,3034714,Carum carvi,<i>Carum</i> <i>carvi</i> L.,SPECIES,Apiaceae,6720,Carum,3034712,Carum carvi,3034714,100,EXACT
Caraway wild,6,Plantae,<i>Plantae</i>,KINGDOM,,,,,,,99,HIGHERRANK
Perideridia americana,7827848,Perideridia americana,<i>Perideridia</i> <i>americana</i> (Nutt. ex DC.) Rchb.,SPECIES,Apiaceae,6720,Perideridia,3034536,Perideridia americana,7827848,99,EXACT
Perideridia gairdneri,3034543,Perideridia gairdneri,<i>Perideridia</i> <i>gairdneri</i> (Hook. & Arn.) Mathias,SPECIES,Apiaceae,6720,Perideridia,3034536,Perideridia gairdneri,3034543,100,EXACT
Erigenia bulbosa,3034769,Erigenia bulbosa,<i>Erigenia</i> <i>bulbosa</i> (Michx.) Nutt.,SPECIES,Apiaceae,6720,Erigenia,3034768,Erigenia bulbosa,3034769,100,EXACT
Musineon divaricatum,3034880,Musineon divaricatum,<i>Musineon</i> <i>divaricatum</i> (Pursh) Nutt.,SPECIES,Apiaceae,6720,Musineon,3034879,Musineon divaricatum,3034880,99,EXACT
Lomatium orientale,3034346,Lomatium orientale,<i>Lomatium</i> <i>orientale</i> J.M.Coult. & Rose,SPECIES,Apiaceae,6720,Lomatium,8394726,Lomatium orientale,3034346,100,EXACT
Anthriscus sylvestris,5371742,Anthriscus sylvestris,<i>Anthriscus</i> <i>sylvestris</i> (L.) Hoffm.,SPECIES,Apiaceae,6720,Anthriscus,5371741,Anthriscus sylvestris,5371742,100,EXACT
Torilis japonica,3034820,Torilis japonica,<i>Torilis</i> <i>japonica</i> (Houtt.) DC.,SPECIES,Apiaceae,6720,Torilis,3034818,Torilis japonica,3034820,100,EXACT
Torilis arvensis,3034823,Torilis arvensis,<i>Torilis</i> <i>arvensis</i> (Huds.) Link,SPECIES,Apiaceae,6720,Torilis,3034818,Torilis arvensis,3034823,100,EXACT
Daucus carota,3034742,Daucus carota,<i>Daucus</i> <i>carota</i> L.,SPECIES,Apiaceae,6720,Daucus,3034740,Daucus carota,3034742,99,EXACT
Chaerophyllum tainturieri,3034651,Chaerophyllum tainturieri,<i>Chaerophyllum</i> <i>tainturieri</i> Hook. & Arn.,SPECIES,Apiaceae,6720,Chaerophyllum,3034649,Chaerophyllum tainturieri,3034651,100,EXACT
Chaerophyllum procumbens,3034652,Chaerophyllum procumbens,<i>Chaerophyllum</i> <i>procumbens</i> (L.) Crantz,SPECIES,Apiaceae,6720,Chaerophyllum,3034649,Chaerophyllum procumbens,3034652,100,EXACT
Descurainia pinnata,3044133,Descurainia pinnata,<i>Descurainia</i> <i>pinnata</i> (Walter) Britton,SPECIES,Brassicaceae,3112,Descurainia,3044104,Descurainia pinnata,3044133,100,EXACT
Descurainia sophia,3044318,Descurainia sophia,<i>Descurainia</i> <i>sophia</i> (L.) Webb ex Prantl,SPECIES,Brassicaceae,3112,Descurainia,3044104,Descurainia sophia,3044318,99,EXACT
Erodium cicutarium,9485490,Erodium cicutarium,<i>Erodium</i> <i>cicutarium</i> (L.) L'Hér.,SPECIES,Geraniaceae,4676,Erodium,2891616,Erodium cicutarium,9485490,99,EXACT
Cardiospermum halicacabum,3189939,Cardiospermum halicacabum,<i>Cardiospermum</i> <i>halicacabum</i> L.,SPECIES,Sapindaceae,6657,Cardiospermum,3189931,Cardiospermum halicacabum,3189939,100,EXACT
Lathyrus latifolius,5356517,Lathyrus latifolius,<i>Lathyrus</i> <i>latifolius</i> L.,SPECIES,Fabaceae,5386,Lathyrus,10356062,Lathyrus latifolius,5356517,99,EXACT
Lathyrus sylvestris,5356623,Lathyrus sylvestris,<i>Lathyrus</i> <i>sylvestris</i> L.,SPECIES,Fabaceae,5386,Lathyrus,10356062,Lathyrus sylvestris,5356623,100,EXACT
Lathyrus tuberosus,5356522,Lathyrus tuberosus,<i>Lathyrus</i> <i>tuberosus</i> L.,SPECIES,Fabaceae,5386,Lathyrus,10356062,Lathyrus tuberosus,5356522,100,EXACT
Lathyrus ochroleucus,5356371,Lathyrus ochroleucus,<i>Lathyrus</i> <i>ochroleucus</i> Hook.,SPECIES,Fabaceae,5386,Lathyrus,10356062,Lathyrus ochroleucus,5356371,99,EXACT
Lathyrus japonicus,5356714,Lathyrus japonicus,<i>Lathyrus</i> <i>japonicus</i> Willd.,SPECIES,Fabaceae,5386,Lathyrus,10356062,Lathyrus japonicus,5356714,100,EXACT
Amphicarpaea bracteata,2960161,Amphicarpaea bracteata,<i>Amphicarpaea</i> <i>bracteata</i> (L.) Fernald,SPECIES,Fabaceae,5386,Amphicarpaea,2960157,Amphicarpaea bracteata,2960161,99,EXACT
Phaseolus polystachios,5350430,Phaseolus polystachios,"<i>Phaseolus</i> <i>polystachios</i> (L.) Britton, Sterns & Poggenb.",SPECIES,Fabaceae,5386,Phaseolus,2947798,Phaseolus polystachios,5350430,100,EXACT
Strophostyles helvola,3912996,Strophostyles helvola,<i>Strophostyles</i> <i>helvola</i> (L.) Elliott,SPECIES,Fabaceae,5386,Strophostyles,2981480,Strophostyles helvola,3912996,100,EXACT
Apios americana,2966796,Apios americana,<i>Apios</i> <i>americana</i> Medik.,SPECIES,Fabaceae,5386,Apios,2966790,Apios americana,2966796,100,EXACT
Vicia,2974751,Vicia,<i>Vicia</i> L.,GENUS,Fabaceae,5386,Vicia,2974751,,,80,HIGHERRANK
Vicia sativa,2975014,Vicia sativa,<i>Vicia</i> <i>sativa</i> L.,SPECIES,Fabaceae,5386,Vicia,2974751,Vicia sativa,2975014,99,EXACT
Vicia caroliniana,2975000,Vicia caroliniana,<i>Vicia</i> <i>caroliniana</i> Walter,SPECIES,Fabaceae,5386,Vicia,2974751,Vicia caroliniana,2975000,100,EXACT
Vicia americana,2975204,Vicia americana,<i>Vicia</i> <i>americana</i> Muhl. ex Willd.,SPECIES,Fabaceae,5386,Vicia,2974751,Vicia americana,2975204,99,EXACT
Vicia villosa,9182154,Vicia villosa,<i>Vicia</i> <i>villosa</i> Roth,SPECIES,Fabaceae,5386,Vicia,2974751,Vicia villosa,9182154,99,EXACT
Vicia cracca,2975287,Vicia cracca,<i>Vicia</i> <i>cracca</i> L.,SPECIES,Fabaceae,5386,Vicia,2974751,Vicia cracca,2975287,99,EXACT
Dioscorea polystachya,2754732,Dioscorea polystachya,<i>Dioscorea</i> <i>polystachya</i> Turcz.,SPECIES,Dioscoreaceae,7694,Dioscorea,2754367,Dioscorea polystachya,2754732,100,EXACT
Fallopia,2889418,Fallopia,<i>Fallopia</i> Adans.,GENUS,Polygonaceae,2416,Fallopia,2889418,,,95,HIGHERRANK
Ipomoea pandurata,2928514,Ipomoea pandurata,<i>Ipomoea</i> <i>pandurata</i> (L.) G.Mey.,SPECIES,Convolvulaceae,2389,Ipomoea,2928509,Ipomoea pandurata,2928514,99,EXACT
Cucurbita foetidissima,2874521,Cucurbita foetidissima,<i>Cucurbita</i> <i>foetidissima</i> Kunth,SPECIES,Cucurbitaceae,6634,Cucurbita,2874506,Cucurbita foetidissima,2874521,100,EXACT
Cucurbita pepo,2874508,Cucurbita pepo,<i>Cucurbita</i> <i>pepo</i> L.,SPECIES,Cucurbitaceae,6634,Cucurbita,2874506,Cucurbita pepo,2874508,99,EXACT
Elothria pendula,6,Plantae,<i>Plantae</i>,KINGDOM,,,,,,,99,HIGHERRANK
Humulus lupulus,2984535,Humulus lupulus,<i>Humulus</i> <i>lupulus</i> L.,SPECIES,Cannabaceae,2384,Humulus,2984534,Humulus lupulus,2984535,99,EXACT
Passiflora incarnata,2874218,Passiflora incarnata,<i>Passiflora</i> <i>incarnata</i> L.,SPECIES,Passifloraceae,2378,Passiflora,2874172,Passiflora incarnata,2874218,99,EXACT
Passiflora lutea,2874220,Passiflora lutea,<i>Passiflora</i> <i>lutea</i> L.,SPECIES,Passifloraceae,2378,Passiflora,2874172,Passiflora lutea,2874220,99,EXACT
Trillium,2742182,Trillium,<i>Trillium</i> L.,GENUS,Melanthiaceae,7700,Trillium,2742182,,,80,HIGHERRANK
Lilium,2752977,Lilium,<i>Lilium</i> Tourn. ex L.,GENUS,Liliaceae,7699,Lilium,2752977,,,80,HIGHERRANK
Medeola virginiana,2750658,Medeola virginiana,<i>Medeola</i> <i>virginiana</i> L.,SPECIES,Liliaceae,7699,Medeola,2750657,Medeola virginiana,2750658,100,EXACT
Cornus canadensis,3082270,Cornus canadensis,<i>Cornus</i> <i>canadensis</i> L.,SPECIES,Cornaceae,6713,Cornus,3082226,Cornus canadensis,3082270,99,EXACT
Cornus suecicia,3082246,Cornus suecica,<i>Cornus</i> <i>suecica</i> L.,SPECIES,Cornaceae,6713,Cornus,3082226,Cornus suecica,3082246,96,VARIANT
Sedum sarmentosum,5362004,Sedum sarmentosum,<i>Sedum</i> <i>sarmentosum</i> Bunge,SPECIES,Crassulaceae,2406,Sedum,5361975,Sedum sarmentosum,5362004,100,EXACT
Sedum ternatum,5362037,Sedum ternatum,<i>Sedum</i> <i>ternatum</i> Michx.,SPECIES,Crassulaceae,2406,Sedum,5361975,Sedum ternatum,5362037,100,EXACT
Gallium aparine,2913548,Galium aparine,<i>Galium</i> <i>aparine</i> L.,SPECIES,Rubiaceae,8798,Galium,2913027,Galium aparine,2913548,89,VARIANT
Panax trifolius,5372277,Panax trifolius,<i>Panax</i> <i>trifolius</i> L.,SPECIES,Araliaceae,8800,Panax,3037591,Panax trifolius,5372277,100,EXACT
Panax quinquefolia,5372246,Panax quinquefolius,<i>Panax</i> <i>quinquefolius</i> L.,SPECIES,Araliaceae,8800,Panax,3037591,Panax quinquefolius,5372246,97,VARIANT
Calamintia arkansana,5341435,Calamintha arkansana,<i>Calamintha</i> <i>arkansana</i> (Nutt.) Shinners,SPECIES,Lamiaceae,2497,Clinopodium,2926907,Clinopodium arkansanum,2926930,88,VARIANT
Virginia pycnanthemum,6,Plantae,<i>Plantae</i>,KINGDOM,,,,,,,99,HIGHERRANK
Pycnanthemum,2927338,Pycnanthemum,<i>Pycnanthemum</i> Michx.,GENUS,Lamiaceae,2497,Pycnanthemum,2927338,,,95,HIGHERRANK
Pycnanthemum verticillatum,2927363,Pycnanthemum verticillatum,<i>Pycnanthemum</i> <i>verticillatum</i> (Michx.) Pers.,SPECIES,Lamiaceae,2497,Pycnanthemum,2927338,Pycnanthemum verticillatum,2927363,99,EXACT
Hedeoma pulegioides,2926704,Hedeoma pulegioides,<i>Hedeoma</i> <i>pulegioides</i> (L.) Pers.,SPECIES,Lamiaceae,2497,Hedeoma,2926689,Hedeoma pulegioides,2926704,100,EXACT
Satureja vulgaris,2926907,Clinopodium,<i>Clinopodium</i> L.,GENUS,Lamiaceae,2497,Clinopodium,2926907,,,99,HIGHERRANK
Origanum vulgare,2926612,Origanum vulgare,<i>Origanum</i> <i>vulgare</i> L.,SPECIES,Lamiaceae,2497,Origanum,2926611,Origanum vulgare,2926612,99,EXACT
Cunila origanoides,5341316,Cunila origanoides,<i>Cunila</i> <i>origanoides</i> (L.) Britton,SPECIES,Lamiaceae,2497,Cunila,8399344,Cunila origanoides,5341316,100,EXACT
Agastache foeniculum,2926406,Agastache foeniculum,<i>Agastache</i> <i>foeniculum</i> (Pursh) Kuntze,SPECIES,Lamiaceae,2497,Agastache,2926389,Agastache foeniculum,2926406,100,EXACT
Marrubium horehound,2927068,Marrubium,<i>Marrubium</i> L.,GENUS,Lamiaceae,2497,Marrubium,2927068,,,96,HIGHERRANK
Nepeta cataria,5341499,Nepeta cataria,<i>Nepeta</i> <i>cataria</i> L.,SPECIES,Lamiaceae,2497,Nepeta,2927325,Nepeta cataria,5341499,100,EXACT
Perilla frutescens,5341394,Perilla frutescens,<i>Perilla</i> <i>frutescens</i> (L.) Britton,SPECIES,Lamiaceae,2497,Perilla,2926832,Perilla frutescens,5341394,99,EXACT
Mentha,2927173,Mentha,<i>Mentha</i> L.,GENUS,Lamiaceae,2497,Mentha,2927173,,,80,HIGHERRANK
Mentha arvensis,2927192,Mentha arvensis,<i>Mentha</i> <i>arvensis</i> L.,SPECIES,Lamiaceae,2497,Mentha,2927173,Mentha arvensis,2927192,100,EXACT
Mentha spicata,2927175,Mentha spicata,<i>Mentha</i> <i>spicata</i> L.,SPECIES,Lamiaceae,2497,Mentha,2927173,Mentha spicata,2927175,99,EXACT
Mentha piperata,3897162,Mentha piperata,"<i>Mentha</i> <i>piperata</i> Stokes, 1812",SPECIES,Lamiaceae,2497,Mentha,2927173,Mentha piperata,3897162,99,EXACT
Blephilia hirsuta,2926501,Blephilia hirsuta,<i>Blephilia</i> <i>hirsuta</i> (Pursh) Benth.,SPECIES,Lamiaceae,2497,Blephilia,2926500,Blephilia hirsuta,2926501,100,EXACT
Glechoma hederacea,2926557,Glechoma hederacea,<i>Glechoma</i> <i>hederacea</i> L.,SPECIES,Lamiaceae,2497,Glechoma,2926556,Glechoma hederacea,2926557,100,EXACT
Monarda,2926838,Monarda,<i>Monarda</i> L.,GENUS,Lamiaceae,2497,Monarda,2926838,,,80,HIGHERRANK
Monarda didyma,5341407,Monarda didyma,<i>Monarda</i> <i>didyma</i> L.,SPECIES,Lamiaceae,2497,Monarda,2926838,Monarda didyma,5341407,100,EXACT
Lamium purpureum,2926682,Lamium purpureum,<i>Lamium</i> <i>purpureum</i> L.,SPECIES,Lamiaceae,2497,Lamium,2926678,Lamium purpureum,2926682,100,EXACT
Lamium amplexicaule,2926679,Lamium amplexicaule,<i>Lamium</i> <i>amplexicaule</i> L.,SPECIES,Lamiaceae,2497,Lamium,2926678,Lamium amplexicaule,2926679,100,EXACT
Stachys floridana,2927237,Stachys floridana,<i>Stachys</i> <i>floridana</i> Shuttlew. ex Benth.,SPECIES,Lamiaceae,2497,Stachys,2927228,Stachys floridana,2927237,99,EXACT
Stachys palustris,2927245,Stachys palustris,<i>Stachys</i> <i>palustris</i> L.,SPECIES,Lamiaceae,2497,Stachys,2927228,Stachys palustris,2927245,99,EXACT
Galeopsis tetrahit,5341300,Galeopsis tetrahit,<i>Galeopsis</i> <i>tetrahit</i> L.,SPECIES,Lamiaceae,2497,Galeopsis,8423109,Galeopsis tetrahit,5341300,100,EXACT
Lycopus,2927122,Lycopus,<i>Lycopus</i> L.,GENUS,Lamiaceae,2497,Lycopus,2927122,,,80,HIGHERRANK
Urtica dioica,7960979,Urtica dioica,<i>Urtica</i> <i>dioica</i> L.,SPECIES,Urticaceae,6639,Urtica,2984391,Urtica dioica,7960979,99,EXACT
Urtica chamaedryoides,5361812,Urtica chamaedryoides,<i>Urtica</i> <i>chamaedryoides</i> Pursh,SPECIES,Urticaceae,6639,Urtica,2984391,Urtica chamaedryoides,5361812,100,EXACT
Urtica urens,5361815,Urtica urens,<i>Urtica</i> <i>urens</i> L.,SPECIES,Urticaceae,6639,Urtica,2984391,Urtica urens,5361815,99,EXACT
Rhexia virginica,6370198,Rhexia virginica,<i>Rhexia</i> <i>virginica</i> L.,SPECIES,Melastomataceae,6683,Rhexia,7793133,Rhexia virginica,6370198,100,EXACT
Hypericum ascryon,3189479,Hypericum ascyron,<i>Hypericum</i> <i>ascyron</i> L.,SPECIES,Hypericaceae,4900406,Hypericum,3189452,Hypericum ascyron,3189479,95,VARIANT
Lythrum salicaria,3188736,Lythrum salicaria,<i>Lythrum</i> <i>salicaria</i> L.,SPECIES,Lythraceae,6684,Lythrum,3188731,Lythrum salicaria,3188736,100,EXACT
Stellaria graminea,5384616,Stellaria graminea,<i>Stellaria</i> <i>graminea</i> L.,SPECIES,Caryophyllaceae,2518,Stellaria,3085667,Stellaria graminea,5384616,99,EXACT
Bidens alba,5391861,Bidens alba,<i>Bidens</i> <i>alba</i> (L.) DC.,SPECIES,Asteraceae,3065,Bidens,3105856,Bidens alba,5391861,100,EXACT
Bidens bipinnata,5389402,Bidens bipinnata,<i>Bidens</i> <i>bipinnata</i> L.,SPECIES,Asteraceae,3065,Bidens,3105856,Bidens bipinnata,5389402,99,EXACT
Honckenya peploides,3085776,Honckenya peploides,<i>Honckenya</i> <i>peploides</i> (L.) Ehrh.,SPECIES,Caryophyllaceae,2518,Honckenya,3085775,Honckenya peploides,3085776,100,EXACT
Sesuvium portulacastrum,3084883,Sesuvium portulacastrum,<i>Sesuvium</i> <i>portulacastrum</i> (L.) L.,SPECIES,Aizoaceae,6752,Sesuvium,3084879,Sesuvium portulacastrum,3084883,100,EXACT
Sesuvium verrucosum,3084886,Sesuvium verrucosum,<i>Sesuvium</i> <i>verrucosum</i> Raf.,SPECIES,Aizoaceae,6752,Sesuvium,3084879,Sesuvium revolutifolium,7849556,100,EXACT
Stellaria,11500071,Stellaria,"<i>Stellaria</i> sp. (Linnaeus, 1753) Vill.",SPECIES,Caryophyllaceae,2518,Stellaria,3085667,Stellaria,11500071,98,HIGHERRANK
Stellaria media,5384604,Stellaria media,<i>Stellaria</i> <i>media</i> (L.) Vill.,SPECIES,Caryophyllaceae,2518,Stellaria,3085667,Stellaria media,5384604,99,EXACT
Stellaria pubera,5384664,Stellaria pubera,<i>Stellaria</i> <i>pubera</i> Michx.,SPECIES,Caryophyllaceae,2518,Stellaria,3085667,Stellaria pubera,5384664,100,EXACT
Stellaria aqatica,3085667,Stellaria,<i>Stellaria</i> L.,GENUS,Caryophyllaceae,2518,Stellaria,3085667,,,95,HIGHERRANK
Cerastium fontanum,3085458,Cerastium fontanum,<i>Cerastium</i> <i>fontanum</i> Baumg.,SPECIES,Caryophyllaceae,2518,Cerastium,2873815,Cerastium fontanum,3085458,100,EXACT
Drymaria cordata,5384509,Drymaria cordata,<i>Drymaria</i> <i>cordata</i> (L.) Willd. ex Schult.,SPECIES,Caryophyllaceae,2518,Drymaria,3085329,Drymaria cordata,5384509,99,EXACT
Proboscidea louisiana,5415102,Proboscidea louisiana,<i>Proboscidea</i> <i>louisiana</i> (Mill.) Wooton & Standl.,SPECIES,Martyniaceae,3233525,Proboscidea,2627559,Proboscidea louisianica,5415100,99,EXACT
Phlox divaricata,2927730,Phlox divaricata,<i>Phlox</i> <i>divaricata</i> L.,SPECIES,Polemoniaceae,6648,Phlox,2927698,Phlox divaricata,2927730,99,EXACT
Phlox pilosa,2927734,Phlox pilosa,<i>Phlox</i> <i>pilosa</i> L.,SPECIES,Polemoniaceae,6648,Phlox,2927698,Phlox pilosa,2927734,99,EXACT
Asclapias syriaca,3170247,Asclepias syriaca,<i>Asclepias</i> <i>syriaca</i> L.,SPECIES,Apocynaceae,6701,Asclepias,3170229,Asclepias syriaca,3170247,86,VARIANT
Asclepias speciosa,3170260,Asclepias speciosa,<i>Asclepias</i> <i>speciosa</i> Torr.,SPECIES,Apocynaceae,6701,Asclepias,3170229,Asclepias speciosa,3170260,100,EXACT
Asclepias viridiflora,3170313,Asclepias viridiflora,<i>Asclepias</i> <i>viridiflora</i> Raf.,SPECIES,Apocynaceae,6701,Asclepias,3170229,Asclepias viridiflora,3170313,99,EXACT
Asclepias arenaria,3170290,Asclepias arenaria,<i>Asclepias</i> <i>arenaria</i> Torr.,SPECIES,Apocynaceae,6701,Asclepias,3170229,Asclepias arenaria,3170290,100,EXACT
Asclepias exaltata,3170307,Asclepias exaltata,<i>Asclepias</i> <i>exaltata</i> L.,SPECIES,Apocynaceae,6701,Asclepias,3170229,Asclepias exaltata,3170307,99,EXACT
Pilea pumila,5361818,Pilea pumila,<i>Pilea</i> <i>pumila</i> (L.) A.Gray,SPECIES,Urticaceae,6639,Pilea,2984417,Pilea pumila,5361818,99,EXACT
Boehmeria cylindrica,2984345,Boehmeria cylindrica,<i>Boehmeria</i> <i>cylindrica</i> (L.) Sw.,SPECIES,Urticaceae,6639,Boehmeria,2984344,Boehmeria cylindrica,2984345,99,EXACT
Galinsoga,3132547,Galinsoga,<i>Galinsoga</i> Ruiz & Pav.,GENUS,Asteraceae,3065,Galinsoga,3132547,,,80,HIGHERRANK
Helianthus tuberosus,3119175,Helianthus tuberosus,<i>Helianthus</i> <i>tuberosus</i> L.,SPECIES,Asteraceae,3065,Helianthus,3119134,Helianthus tuberosus,3119175,99,EXACT
Iva annua,5402627,Iva annua,<i>Iva</i> <i>annua</i> L.,SPECIES,Asteraceae,3065,Iva,3141879,Iva annua,5402627,99,EXACT
Ambrosia trifida,3110588,Ambrosia trifida,<i>Ambrosia</i> <i>trifida</i> L.,SPECIES,Asteraceae,3065,Ambrosia,3110576,Ambrosia trifida,3110588,100,EXACT
Eclipta prostrata,5384950,Eclipta prostrata,<i>Eclipta</i> <i>prostrata</i> (L.) L.,SPECIES,Asteraceae,3065,Eclipta,3086569,Eclipta prostrata,5384950,99,EXACT
Pedicularis lanceolata,3171676,Pedicularis lanceolata,<i>Pedicularis</i> <i>lanceolata</i> Michx.,SPECIES,Orobanchaceae,6651,Pedicularis,3171670,Pedicularis lanceolata,3171676,100,EXACT
Artiplex,11477817,Atriplex,"<i>Atriplex</i> sp. Linnaeus, 1755",SPECIES,Amaranthaceae,3064,Atriplex,10651755,Atriplex,11477817,86,HIGHERRANK
Asparagus officinalis,2768885,Asparagus officinalis,<i>Asparagus</i> <i>officinalis</i> L.,SPECIES,Asparagaceae,7683,Asparagus,9527393,Asparagus officinalis,2768885,99,EXACT
Salsola tragus,3083945,Salsola tragus,<i>Salsola</i> <i>tragus</i> L.,SPECIES,Amaranthaceae,3064,Salsola,3083944,Salsola tragus,3083945,100,EXACT
Suaeda,7677792,Suaeda,<i>Suaeda</i> Scop.,GENUS,Amaranthaceae,3064,Suaeda,7677792,,,95,HIGHERRANK
Amaranthus,11706057,Amaranthus,"<i>Amaranthus</i> sp. Linnaeus, 1753",SPECIES,Amaranthaceae,3064,Amaranthus,3085074,Amaranthus,11706057,98,HIGHERRANK
Amaranthus blitoides,5384395,Amaranthus blitoides,<i>Amaranthus</i> <i>blitoides</i> S.Watson,SPECIES,Amaranthaceae,3064,Amaranthus,3085074,Amaranthus blitoides,5384395,100,EXACT
Kochia scoparia,8904738,Kochia scoparia,<i>Kochia</i> <i>scoparia</i> (L.) Schrad.,SPECIES,Amaranthaceae,3064,Bassia,3083576,Bassia scoparia,5383936,100,EXACT
Portulaca oleracea,3084719,Portulaca oleracea,<i>Portulaca</i> <i>oleracea</i> L.,SPECIES,Portulacaceae,6717,Portulaca,3084696,Portulaca oleracea,3084719,100,EXACT
Croton monathogyna,3057700,Croton monanthogynus,<i>Croton</i> <i>monanthogynus</i> Michx.,SPECIES,Euphorbiaceae,4691,Croton,3057454,Croton monanthogynus,3057700,95,VARIANT
Linum perenne,2873878,Linum perenne,<i>Linum</i> <i>perenne</i> L.,SPECIES,Linaceae,2493,Linum,2873855,Linum perenne,2873878,99,EXACT
Linum rigidum,2873856,Linum rigidum,<i>Linum</i> <i>rigidum</i> Pursh,SPECIES,Linaceae,2493,Linum,2873855,Linum rigidum,2873856,99,EXACT
Linum berlandieri,2873932,Linum berlandieri,<i>Linum</i> <i>berlandieri</i> Hook.,SPECIES,Linaceae,2493,Linum,2873855,Linum berlandieri,2873932,100,EXACT
Conyza canadensis,5404801,Conyza canadensis,<i>Conyza</i> <i>canadensis</i> (L.) Cronquist,SPECIES,Asteraceae,3065,Erigeron,3146588,Erigeron canadensis,3146791,100,EXACT
Bupleurum rotundifolium,3034554,Bupleurum rotundifolium,<i>Bupleurum</i> <i>rotundifolium</i> L.,SPECIES,Apiaceae,6720,Bupleurum,3034551,Bupleurum rotundifolium,3034554,99,EXACT
Polygonaceae japonica,2416,Polygonaceae,<i>Polygonaceae</i>,FAMILY,Polygonaceae,2416,,,,,96,HIGHERRANK
Persicaria,6390748,Persicaria,<i>Persicaria</i> (L.) Mill.,GENUS,Polygonaceae,2416,Persicaria,6390748,,,95,HIGHERRANK
Persicaria lapathifolia,2889262,Persicaria lapathifolia,<i>Persicaria</i> <i>lapathifolia</i> (L.) Gray,SPECIES,Polygonaceae,2416,Persicaria,6390748,Persicaria lapathifolia,2889262,99,EXACT
Persicaria maculosa,6391194,Persicaria maculosa,<i>Persicaria</i> <i>maculosa</i> Gray,SPECIES,Polygonaceae,2416,Persicaria,6390748,Persicaria maculosa,6391194,100,EXACT
Persicaria hydropiper,8323622,Persicaria hydropiper,<i>Persicaria</i> <i>hydropiper</i> (L.) Spach,SPECIES,Polygonaceae,2416,Persicaria,6390748,Persicaria hydropiper,8323622,99,EXACT
Persicaria amphibia,6391648,Persicaria amphibia,<i>Persicaria</i> <i>amphibia</i> (L.) Gray,SPECIES,Polygonaceae,2416,Persicaria,6390748,Persicaria amphibia,6391648,99,EXACT
Persicaria coccinea,6391528,Persicaria coccinea,<i>Persicaria</i> <i>coccinea</i> (Muhl. ex Willd.) Greene,SPECIES,Polygonaceae,2416,Persicaria,6390748,Persicaria amphibia,6391648,100,EXACT
Polygonum erectum,5334437,Polygonum erectum,<i>Polygonum</i> <i>erectum</i> L.,SPECIES,Polygonaceae,2416,Polygonum,2889077,Polygonum erectum,5334437,99,EXACT
Rumex triangulivalvis,6391377,Rumex triangulivalvis,<i>Rumex</i> <i>triangulivalvis</i> (Danser) Rech.fil.,SPECIES,Polygonaceae,2416,Rumex,2888942,Rumex triangulivalvis,6391377,100,EXACT
Phytolacca americana,3084015,Phytolacca americana,<i>Phytolacca</i> <i>americana</i> L.,SPECIES,Phytolaccaceae,2516,Phytolacca,3084013,Phytolacca americana,3084015,100,EXACT
Epilobium angustifolium,8406741,Chamaenerion,<i>Chamaenerion</i> Seguier,GENUS,Onagraceae,2430,Chamaenerion,8406741,,,99,HIGHERRANK
Parietaria pensylvanica,5361796,Parietaria pensylvanica,<i>Parietaria</i> <i>pensylvanica</i> Muhl. ex Willd.,SPECIES,Urticaceae,6639,Parietaria,2984308,Parietaria pensylvanica,5361796,99,EXACT
Ipomoea leptophylla,2928569,Ipomoea leptophylla,<i>Ipomoea</i> <i>leptophylla</i> Torr.,SPECIES,Convolvulaceae,2389,Ipomoea,2928509,Ipomoea leptophylla,2928569,100,EXACT
Comandra umbellata,2889777,Comandra umbellata,<i>Comandra</i> <i>umbellata</i> (L.) Nutt.,SPECIES,Comandraceae,4936000,Comandra,2889776,Comandra umbellata,2889777,100,EXACT
Commelina communis,2764179,Commelina communis,<i>Commelina</i> <i>communis</i> L.,SPECIES,Commelinaceae,2763195,Commelina,2763939,Commelina communis,2764179,99,EXACT
Commelina virginica,2764028,Commelina virginica,<i>Commelina</i> <i>virginica</i> L.,SPECIES,Commelinaceae,2763195,Commelina,2763939,Commelina virginica,2764028,99,EXACT
Commelina erecta,2764389,Commelina erecta,<i>Commelina</i> <i>erecta</i> L.,SPECIES,Commelinaceae,2763195,Commelina,2763939,Commelina erecta,2764389,99,EXACT
Streptopus amplexifolius,2752734,Streptopus amplexifolius,<i>Streptopus</i> <i>amplexifolius</i> (L.) DC.,SPECIES,Liliaceae,7699,Streptopus,2752729,Streptopus amplexifolius,2752734,100,EXACT
Streptopus lanceolatus,2752779,Streptopus lanceolatus,<i>Streptopus</i> <i>lanceolatus</i> (Aiton) Reveal,SPECIES,Liliaceae,7699,Streptopus,2752729,Streptopus lanceolatus,2752779,100,EXACT
