searchedName,usageKey,canonicalName,formattedName,rank,family,family_key,genus,genus_key,species,species_key,confidence,matchType,searched_sp,matched_sp,scientificName,first_of_searched,first_of_binomial,first_of_canonical
Oenothera biennis,3188924,Oenothera biennis,<i>Oenothera</i> <i>biennis</i> L.,SPECIES,Onagraceae,2430.0,Oenothera,3188799.0,Oenothera biennis,3188924.0,99,EXACT,2,2,Oenothera biennis,Oenothera,Oenothera,Oenothera
Silphium terebinthinaceum,7475866,Silphium terebinthinaceum,<i>Silphium</i> <i>terebinthinaceum</i> Jacq.,SPECIES,Asteraceae,3065.0,Silphium,3092563.0,Silphium terebinthinaceum,7475866.0,99,EXACT,2,2,Silphium terebinthinaceum,Silphium,Silphium,Silphium
Aster macrophyllus,5396109,Aster macrophyllus,<i>Aster</i> <i>macrophyllus</i> L.,SPECIES,Asteraceae,3065.0,Eurybia,3120531.0,Eurybia macrophylla,5396106.0,100,EXACT,2,2,Aster macrophyllus,Aster,Aster,Aster
Viola canadensis,5331231,Viola canadensis,<i>Viola</i> <i>canadensis</i> L.,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola canadensis,5331231.0,100,EXACT,2,2,Viola canadensis,Viola,Viola,Viola
Viola pubescens,5331338,Viola pubescens,<i>Viola</i> <i>pubescens</i> Aiton,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola pubescens,5331338.0,100,EXACT,2,2,Viola pubescens,Viola,Viola,Viola
Lygodesmia texana,7811240,Lygodesmia texana,<i>Lygodesmia</i> <i>texana</i> (Torr. & A.Gray) Greene ex Small,SPECIES,Asteraceae,3065.0,Lygodesmia,3091131.0,Lygodesmia texana,7811240.0,99,EXACT,2,2,Lygodesmia texana,Lygodesmia,Lygodesmia,Lygodesmia
Scorzonera laciniata,8286501,Scorzonera laciniata,<i>Scorzonera</i> <i>laciniata</i> L.,SPECIES,Asteraceae,3065.0,Scorzonera,3110888.0,Scorzonera laciniata,8286501.0,99,EXACT,2,2,Scorzonera laciniata,Scorzonera,Scorzonera,Scorzonera
Cirsium,3112554,Cirsium,<i>Cirsium</i> Mill.,GENUS,Asteraceae,3065.0,Cirsium,3112554.0,,,95,HIGHERRANK,1,1,Cirsium,Cirsium,Cirsium,Cirsium
Carduus,11666629,Carduus,"<i>Carduus</i> sp. (Linnaeus, 1767) Gren.",SPECIES,Asteraceae,3065.0,Carduus,3114511.0,Carduus,11666629.0,97,HIGHERRANK,1,1,Carduus,Carduus,Carduus,Carduus
Onopordum,3094883,Onopordum,<i>Onopordum</i> L.,GENUS,Asteraceae,3065.0,Onopordum,3094883.0,,,80,HIGHERRANK,1,1,Onopordum,Onopordum,Onopordum,Onopordum
Silybum,3145213,Silybum,<i>Silybum</i> Vaill. ex Adans.,GENUS,Asteraceae,3065.0,Silybum,3145213.0,,,95,HIGHERRANK,1,1,Silybum,Silybum,Silybum,Silybum
Cirsium discolor,3112737,Cirsium discolor,<i>Cirsium</i> <i>discolor</i> (Muhl. ex Willd.) Spreng.,SPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium discolor,3112737.0,99,EXACT,2,2,Cirsium discolor,Cirsium,Cirsium,Cirsium
Cirsium altissimum,8078803,Cirsium altissimum,<i>Cirsium</i> <i>altissimum</i> (L.) Spreng.,SPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium altissimum,8078803.0,99,EXACT,2,2,Cirsium altissimum,Cirsium,Cirsium,Cirsium
Cirsium horridulum,3112777,Cirsium horridulum,<i>Cirsium</i> <i>horridulum</i> Michx.,SPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium horridulum,3112777.0,99,EXACT,2,2,Cirsium horridulum,Cirsium,Cirsium,Cirsium
Cirsium vulgare,3112801,Cirsium vulgare,<i>Cirsium</i> <i>vulgare</i> (Savi) Ten.,SPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium vulgare,3112801.0,99,EXACT,2,2,Cirsium vulgare,Cirsium,Cirsium,Cirsium
Cirsium muticum,3113181,Cirsium muticum,<i>Cirsium</i> <i>muticum</i> Michx.,SPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium muticum,3113181.0,100,EXACT,2,2,Cirsium muticum,Cirsium,Cirsium,Cirsium
Onopordum acanthium,3094900,Onopordum acanthium,<i>Onopordum</i> <i>acanthium</i> L.,SPECIES,Asteraceae,3065.0,Onopordum,3094883.0,Onopordum acanthium,3094900.0,100,EXACT,2,2,Onopordum acanthium,Onopordum,Onopordum,Onopordum
Carduus nutans,8185959,Carduus nutans,<i>Carduus</i> <i>nutans</i> L.,SPECIES,Asteraceae,3065.0,Carduus,3114511.0,Carduus nutans,8185959.0,99,EXACT,2,2,Carduus nutans,Carduus,Carduus,Carduus
Silybum marianum,3145214,Silybum marianum,<i>Silybum</i> <i>marianum</i> (L.) Gaertn.,SPECIES,Asteraceae,3065.0,Silybum,3145213.0,Silybum marianum,3145214.0,100,EXACT,2,2,Silybum marianum,Silybum,Silybum,Silybum
Lapsana communis,3134857,Lapsana communis,<i>Lapsana</i> <i>communis</i> L.,SPECIES,Asteraceae,3065.0,Lapsana,3134850.0,Lapsana communis,3134857.0,100,EXACT,2,2,Lapsana communis,Lapsana,Lapsana,Lapsana
Youngia japonica,5387974,Youngia japonica,<i>Youngia</i> <i>japonica</i> (L.) DC.,SPECIES,Asteraceae,3065.0,Youngia,3095748.0,Youngia japonica,5387974.0,100,EXACT,2,2,Youngia japonica,Youngia,Youngia,Youngia
Pyrrhopappus carolinianus,3145236,Pyrrhopappus carolinianus,<i>Pyrrhopappus</i> <i>carolinianus</i> (Walter) DC.,SPECIES,Asteraceae,3065.0,Pyrrhopappus,3145230.0,Pyrrhopappus carolinianus,3145236.0,100,EXACT,2,2,Pyrrhopappus carolinianus,Pyrrhopappus,Pyrrhopappus,Pyrrhopappus
Cichorium intybus,5392252,Cichorium intybus,<i>Cichorium</i> <i>intybus</i> L.,SPECIES,Asteraceae,3065.0,Cichorium,3106707.0,Cichorium intybus,5392252.0,100,EXACT,2,2,Cichorium intybus,Cichorium,Cichorium,Cichorium
Sonchus oleroceus,8228544,Sonchus oleraceus,<i>Sonchus</i> <i>oleraceus</i> L.,SPECIES,Asteraceae,3065.0,Sonchus,3105646.0,Sonchus oleraceus,8228544.0,95,VARIANT,2,2,Sonchus oleraceus,Sonchus,Sonchus,Sonchus
Sonchus asper,3105782,Sonchus asper,<i>Sonchus</i> <i>asper</i> (L.) Hill,SPECIES,Asteraceae,3065.0,Sonchus,3105646.0,Sonchus asper,3105782.0,99,EXACT,2,2,Sonchus asper,Sonchus,Sonchus,Sonchus
Sonchus arvensis,3105813,Sonchus arvensis,<i>Sonchus</i> <i>arvensis</i> L.,SPECIES,Asteraceae,3065.0,Sonchus,3105646.0,Sonchus arvensis,3105813.0,100,EXACT,2,2,Sonchus arvensis,Sonchus,Sonchus,Sonchus
Lactuca,3140231,Lactuca,<i>Lactuca</i> L.,GENUS,Asteraceae,3065.0,Lactuca,3140231.0,,,94,HIGHERRANK,1,1,Lactuca,Lactuca,Lactuca,Lactuca
Lactuca canadensis,3140315,Lactuca canadensis,<i>Lactuca</i> <i>canadensis</i> L.,SPECIES,Asteraceae,3065.0,Lactuca,3140231.0,Lactuca canadensis,3140315.0,99,EXACT,2,2,Lactuca canadensis,Lactuca,Lactuca,Lactuca
Lactuca hirsuta,7521930,Lactuca hirsuta,<i>Lactuca</i> <i>hirsuta</i> Muhl. ex Nutt.,SPECIES,Asteraceae,3065.0,Lactuca,3140231.0,Lactuca hirsuta,7521930.0,99,EXACT,2,2,Lactuca hirsuta,Lactuca,Lactuca,Lactuca
Lactuca floridana,3140423,Lactuca floridana,<i>Lactuca</i> <i>floridana</i> (L.) Gaertn.,SPECIES,Asteraceae,3065.0,Lactuca,3140231.0,Lactuca floridana,3140423.0,100,EXACT,2,2,Lactuca floridana,Lactuca,Lactuca,Lactuca
Lactuca biennis,3140515,Lactuca biennis,<i>Lactuca</i> <i>biennis</i> (Moench) Fernald,SPECIES,Asteraceae,3065.0,Lactuca,3140231.0,Lactuca biennis,3140515.0,100,EXACT,2,2,Lactuca biennis,Lactuca,Lactuca,Lactuca
Lactuca pulchella,3140419,Lactuca pulchella,<i>Lactuca</i> <i>pulchella</i> (Pursh) DC.,SPECIES,Asteraceae,3065.0,Lactuca,3140231.0,Lactuca pulchella,3140419.0,100,EXACT,2,2,Lactuca pulchella,Lactuca,Lactuca,Lactuca
Lactuca saligna,3140467,Lactuca saligna,<i>Lactuca</i> <i>saligna</i> L.,SPECIES,Asteraceae,3065.0,Lactuca,3140231.0,Lactuca saligna,3140467.0,100,EXACT,2,2,Lactuca saligna,Lactuca,Lactuca,Lactuca
Lactuca serriola,3140490,Lactuca serriola,<i>Lactuca</i> <i>serriola</i> L.,SPECIES,Asteraceae,3065.0,Lactuca,3140231.0,Lactuca serriola,3140490.0,100,EXACT,2,2,Lactuca serriola,Lactuca,Lactuca,Lactuca
Lactuca ludoviciana,3140324,Lactuca ludoviciana,<i>Lactuca</i> <i>ludoviciana</i> (Nutt.) Riddell,SPECIES,Asteraceae,3065.0,Lactuca,3140231.0,Lactuca ludoviciana,3140324.0,100,EXACT,2,2,Lactuca ludoviciana,Lactuca,Lactuca,Lactuca
Castilleja coccinea,3170660,Castilleja coccinea,<i>Castilleja</i> <i>coccinea</i> (L.) Spreng.,SPECIES,Orobanchaceae,6651.0,Castilleja,3170565.0,Castilleja coccinea,3170660.0,99,EXACT,2,2,Castilleja coccinea,Castilleja,Castilleja,Castilleja
Rudbeckia laciniata,3114229,Rudbeckia laciniata,<i>Rudbeckia</i> <i>laciniata</i> L.,SPECIES,Asteraceae,3065.0,Rudbeckia,3114220.0,Rudbeckia laciniata,3114229.0,100,EXACT,2,2,Rudbeckia laciniata,Rudbeckia,Rudbeckia,Rudbeckia
Monolepis nuttalliana,5383905,Monolepis nuttalliana,<i>Monolepis</i> <i>nuttalliana</i> (Roem. & Schult.) Greene,SPECIES,Amaranthaceae,3064.0,Blitum,7723712.0,Blitum nuttallianum,5568899.0,100,EXACT,2,2,Monolepis nuttalliana,Monolepis,Monolepis,Monolepis
Callirhoe involucrata,5406702,Callirhoe involucrata,<i>Callirhoe</i> <i>involucrata</i> (Nutt. ex Torr. & A.Gray) A.Gray,SPECIES,Malvaceae,6685.0,Callirhoe,3152285.0,Callirhoe involucrata,5406702.0,100,EXACT,2,2,Callirhoe involucrata,Callirhoe,Callirhoe,Callirhoe
Callirhoe pedata,5406705,Callirhoe pedata,<i>Callirhoe</i> <i>pedata</i> (Nutt. ex Hook.) A.Gray,SPECIES,Malvaceae,6685.0,Callirhoe,3152285.0,Callirhoe pedata,5406705.0,100,EXACT,2,2,Callirhoe pedata,Callirhoe,Callirhoe,Callirhoe
Malva neglecta,3152373,Malva neglecta,<i>Malva</i> <i>neglecta</i> Wallr.,SPECIES,Malvaceae,6685.0,Malva,3152364.0,Malva neglecta,3152373.0,100,EXACT,2,2,Malva neglecta,Malva,Malva,Malva
Malva moschata,3152379,Malva moschata,<i>Malva</i> <i>moschata</i> L.,SPECIES,Malvaceae,6685.0,Malva,3152364.0,Malva moschata,3152379.0,99,EXACT,2,2,Malva moschata,Malva,Malva,Malva
Malva sylvestris,3152374,Malva sylvestris,<i>Malva</i> <i>sylvestris</i> L.,SPECIES,Malvaceae,6685.0,Malva,3152364.0,Malva sylvestris,3152374.0,100,EXACT,2,2,Malva sylvestris,Malva,Malva,Malva
Napaea dioica,5406715,Napaea dioica,<i>Napaea</i> <i>dioica</i> L.,SPECIES,Malvaceae,6685.0,Napaea,3152362.0,Napaea dioica,5406715.0,100,EXACT,2,2,Napaea dioica,Napaea,Napaea,Napaea
Hydrophyllum appendiculatum,2928279,Hydrophyllum appendiculatum,<i>Hydrophyllum</i> <i>appendiculatum</i> Michx.,SPECIES,Hydrophyllaceae,2387.0,Hydrophyllum,8906001.0,Hydrophyllum appendiculatum,2928279.0,100,EXACT,2,2,Hydrophyllum appendiculatum,Hydrophyllum,Hydrophyllum,Hydrophyllum
Hydrophyllum canadense,2928284,Hydrophyllum canadense,<i>Hydrophyllum</i> <i>canadense</i> L.,SPECIES,Hydrophyllaceae,2387.0,Hydrophyllum,8906001.0,Hydrophyllum canadense,2928284.0,100,EXACT,2,2,Hydrophyllum canadense,Hydrophyllum,Hydrophyllum,Hydrophyllum
Hydrophyllum virginianum,2928281,Hydrophyllum virginianum,<i>Hydrophyllum</i> <i>virginianum</i> L.,SPECIES,Hydrophyllaceae,2387.0,Hydrophyllum,8906001.0,Hydrophyllum virginianum,2928281.0,100,EXACT,2,2,Hydrophyllum virginianum,Hydrophyllum,Hydrophyllum,Hydrophyllum
Hydrophyllum macrophyllum,2928283,Hydrophyllum macrophyllum,<i>Hydrophyllum</i> <i>macrophyllum</i> Nutt.,SPECIES,Hydrophyllaceae,2387.0,Hydrophyllum,8906001.0,Hydrophyllum macrophyllum,2928283.0,100,EXACT,2,2,Hydrophyllum macrophyllum,Hydrophyllum,Hydrophyllum,Hydrophyllum
Viola bicolor,2874237,Viola,<i>Viola</i> L.,GENUS,Violaceae,6631.0,Viola,2874237.0,,,99,HIGHERRANK,2,1,Viola,Viola,Viola,Viola
Silphium laciniatum,3092583,Silphium laciniatum,<i>Silphium</i> <i>laciniatum</i> L.,SPECIES,Asteraceae,3065.0,Silphium,3092563.0,Silphium laciniatum,3092583.0,99,EXACT,2,2,Silphium laciniatum,Silphium,Silphium,Silphium
Pedicularis canadensis,3171674,Pedicularis canadensis,<i>Pedicularis</i> <i>canadensis</i> L.,SPECIES,Orobanchaceae,6651.0,Pedicularis,3171670.0,Pedicularis canadensis,3171674.0,100,EXACT,2,2,Pedicularis canadensis,Pedicularis,Pedicularis,Pedicularis
Chrysanthemum leucanthemum,3134125,Chrysanthemum leucanthemum,<i>Chrysanthemum</i> <i>leucanthemum</i> L.,SPECIES,Asteraceae,3065.0,Leucanthemum,7684028.0,Leucanthemum vulgare,8848598.0,100,EXACT,2,2,Chrysanthemum leucanthemum,Chrysanthemum,Chrysanthemum,Chrysanthemum
Oenothera laciniata,3188867,Oenothera laciniata,<i>Oenothera</i> <i>laciniata</i> Hill,SPECIES,Onagraceae,2430.0,Oenothera,3188799.0,Oenothera laciniata,3188867.0,100,EXACT,2,2,Oenothera laciniata,Oenothera,Oenothera,Oenothera
Diplotaxis muralis,5376337,Diplotaxis muralis,<i>Diplotaxis</i> <i>muralis</i> (L.) DC.,SPECIES,Brassicaceae,3112.0,Diplotaxis,3051461.0,Diplotaxis muralis,5376337.0,99,EXACT,2,2,Diplotaxis muralis,Diplotaxis,Diplotaxis,Diplotaxis
Rorippa palustris,3053168,Rorippa palustris,<i>Rorippa</i> <i>palustris</i> (L.) Besser,SPECIES,Brassicaceae,3112.0,Rorippa,3053118.0,Rorippa palustris,3053168.0,99,EXACT,2,2,Rorippa palustris,Rorippa,Rorippa,Rorippa
Rorippa sylvestris,3053376,Rorippa sylvestris,<i>Rorippa</i> <i>sylvestris</i> (L.) Besser,SPECIES,Brassicaceae,3112.0,Rorippa,3053118.0,Rorippa sylvestris,3053376.0,100,EXACT,2,2,Rorippa sylvestris,Rorippa,Rorippa,Rorippa
Barbarea vulgaris,5708780,Barbarea vulgaris,<i>Barbarea</i> <i>vulgaris</i> (L.) W.T.Aiton,SPECIES,Brassicaceae,3112.0,Barbarea,8370997.0,Barbarea vulgaris,5708780.0,99,EXACT,2,2,Barbarea vulgaris,Barbarea,Barbarea,Barbarea
Barbarea verna,5374672,Barbarea verna,<i>Barbarea</i> <i>verna</i> (Mill.) Asch.,SPECIES,Brassicaceae,3112.0,Barbarea,8370997.0,Barbarea verna,5374672.0,100,EXACT,2,2,Barbarea verna,Barbarea,Barbarea,Barbarea
Chorispora tenella,3044349,Chorispora tenella,<i>Chorispora</i> <i>tenella</i> (Pall.) DC.,SPECIES,Brassicaceae,3112.0,Chorispora,3044348.0,Chorispora tenella,3044349.0,100,EXACT,2,2,Chorispora tenella,Chorispora,Chorispora,Chorispora
Capsella bursa-pastoris,5375388,Capsella bursa-pastoris,<i>Capsella</i> <i>bursa-pastoris</i> (L.) Medik.,SPECIES,Brassicaceae,3112.0,Capsella,3047430.0,Capsella bursa-pastoris,5375388.0,100,EXACT,2,2,Capsella bursa-pastoris,Capsella,Capsella,Capsella
Lepidium campestre,7703116,Lepidium campestre,<i>Lepidium</i> <i>campestre</i> (L.) W.T.Aiton,SPECIES,Brassicaceae,3112.0,Lepidium,3051713.0,Lepidium campestre,7703116.0,99,EXACT,2,2,Lepidium campestre,Lepidium,Lepidium,Lepidium
Lepidium virginicum,5376648,Lepidium virginicum,<i>Lepidium</i> <i>virginicum</i> L.,SPECIES,Brassicaceae,3112.0,Lepidium,3051713.0,Lepidium virginicum,5376648.0,99,EXACT,2,2,Lepidium virginicum,Lepidium,Lepidium,Lepidium
Arabis glabra,5376011,Arabis glabra,<i>Arabis</i> <i>glabra</i> (L.) Bernh.,SPECIES,Brassicaceae,3112.0,Turritis,5375994.0,Turritis glabra,5376000.0,100,EXACT,2,2,Arabis glabra,Arabis,Arabis,Arabis
Brassica rapa,7903057,Brassica rapa,<i>Brassica</i> <i>rapa</i> L.,SPECIES,Brassicaceae,3112.0,Brassica,3042506.0,Brassica rapa,7903057.0,99,EXACT,2,2,Brassica rapa,Brassica,Brassica,Brassica
Rapistrum cabbage,8306649,Rapistrum,<i>Rapistrum</i> Crantz,GENUS,Brassicaceae,3112.0,Rapistrum,8306649.0,,,95,HIGHERRANK,2,1,Rapistrum,Rapistrum,Rapistrum,Rapistrum
Bunias orientalis,3050364,Bunias orientalis,<i>Bunias</i> <i>orientalis</i> L.,SPECIES,Brassicaceae,3112.0,Bunias,3050356.0,Bunias orientalis,3050364.0,100,EXACT,2,2,Bunias orientalis,Bunias,Bunias,Bunias
Brassica nigra,3042658,Brassica nigra,<i>Brassica</i> <i>nigra</i> (L.) W.D.J.Koch,SPECIES,Brassicaceae,3112.0,Brassica,3042506.0,Brassica nigra,3042658.0,99,EXACT,2,2,Brassica nigra,Brassica,Brassica,Brassica
Sinapis alba,3047621,Sinapis alba,<i>Sinapis</i> <i>alba</i> L.,SPECIES,Brassicaceae,3112.0,Sinapis,3047584.0,Sinapis alba,3047621.0,100,EXACT,2,2,Sinapis alba,Sinapis,Sinapis,Sinapis
Sisymbrium officinale,3046890,Sisymbrium officinale,<i>Sisymbrium</i> <i>officinale</i> (L.) Scop.,SPECIES,Brassicaceae,3112.0,Sisymbrium,3046735.0,Sisymbrium officinale,3046890.0,100,EXACT,2,2,Sisymbrium officinale,Sisymbrium,Sisymbrium,Sisymbrium
Sisymbrium loeselii,3046875,Sisymbrium loeselii,<i>Sisymbrium</i> <i>loeselii</i> L.,SPECIES,Brassicaceae,3112.0,Sisymbrium,3046735.0,Sisymbrium loeselii,3046875.0,99,EXACT,2,2,Sisymbrium loeselii,Sisymbrium,Sisymbrium,Sisymbrium
Sisymbrium altissimum,3046736,Sisymbrium altissimum,<i>Sisymbrium</i> <i>altissimum</i> L.,SPECIES,Brassicaceae,3112.0,Sisymbrium,3046735.0,Sisymbrium altissimum,3046736.0,99,EXACT,2,2,Sisymbrium altissimum,Sisymbrium,Sisymbrium,Sisymbrium
Coincya monensis,3040600,Coincya monensis,<i>Coincya</i> <i>monensis</i> (L.) Greuter & Burdet,SPECIES,Brassicaceae,3112.0,Coincya,3040581.0,Coincya monensis,3040600.0,100,EXACT,2,2,Coincya monensis,Coincya,Coincya,Coincya
Erucastrum gallicum,5375547,Erucastrum gallicum,<i>Erucastrum</i> <i>gallicum</i> (Willd.) O.E.Schulz,SPECIES,Brassicaceae,3112.0,Erucastrum,7508856.0,Erucastrum gallicum,5375547.0,100,EXACT,2,2,Erucastrum gallicum,Erucastrum,Erucastrum,Erucastrum
Sinapis arvensis,3047598,Sinapis arvensis,<i>Sinapis</i> <i>arvensis</i> L.,SPECIES,Brassicaceae,3112.0,Sinapis,3047584.0,Sinapis arvensis,3047598.0,99,EXACT,2,2,Sinapis arvensis,Sinapis,Sinapis,Sinapis
Raphanus raphanistrum,3040983,Raphanus raphanistrum,<i>Raphanus</i> <i>raphanistrum</i> L.,SPECIES,Brassicaceae,3112.0,Raphanus,3040962.0,Raphanus raphanistrum,3040983.0,99,EXACT,2,2,Raphanus raphanistrum,Raphanus,Raphanus,Raphanus
Heracleum lanatum,3034828,Heracleum lanatum,<i>Heracleum</i> <i>lanatum</i> Michx.,SPECIES,Apiaceae,6720.0,Heracleum,3034824.0,Heracleum maximum,3034826.0,100,EXACT,2,2,Heracleum lanatum,Heracleum,Heracleum,Heracleum
Heracleum mantegazzianum,3034825,Heracleum mantegazzianum,<i>Heracleum</i> <i>mantegazzianum</i> Sommier & Levier,SPECIES,Apiaceae,6720.0,Heracleum,3034824.0,Heracleum mantegazzianum,3034825.0,100,EXACT,2,2,Heracleum mantegazzianum,Heracleum,Heracleum,Heracleum
Cryptotaenia canadensis,3034433,Cryptotaenia canadensis,<i>Cryptotaenia</i> <i>canadensis</i> (L.) DC.,SPECIES,Apiaceae,6720.0,Cryptotaenia,3034431.0,Cryptotaenia canadensis,3034433.0,100,EXACT,2,2,Cryptotaenia canadensis,Cryptotaenia,Cryptotaenia,Cryptotaenia
Sanicula,3034831,Sanicula,<i>Sanicula</i> L.,GENUS,Apiaceae,6720.0,Sanicula,3034831.0,,,80,HIGHERRANK,1,1,Sanicula,Sanicula,Sanicula,Sanicula
Oxypolis rigidior,3034755,Oxypolis rigidior,<i>Oxypolis</i> <i>rigidior</i> (L.) Raf.,SPECIES,Apiaceae,6720.0,Oxypolis,3034746.0,Oxypolis rigidior,3034755.0,100,EXACT,2,2,Oxypolis rigidior,Oxypolis,Oxypolis,Oxypolis
Pimpinella saxifraga,7622278,Pimpinella saxifraga,<i>Pimpinella</i> <i>saxifraga</i> L.,SPECIES,Apiaceae,6720.0,Pimpinella,3034784.0,Pimpinella saxifraga,7622278.0,99,EXACT,2,2,Pimpinella saxifraga,Pimpinella,Pimpinella,Pimpinella
Pimpinella anisum,8080300,Pimpinella anisum,<i>Pimpinella</i> <i>anisum</i> L.,SPECIES,Apiaceae,6720.0,Pimpinella,3034784.0,Pimpinella anisum,8080300.0,99,EXACT,2,2,Pimpinella anisum,Pimpinella,Pimpinella,Pimpinella
Cardamine pratensis,7972010,Cardamine pratensis,<i>Cardamine</i> <i>pratensis</i> L.,SPECIES,Brassicaceae,3112.0,Cardamine,3045622.0,Cardamine pratensis,7972010.0,99,EXACT,2,2,Cardamine pratensis,Cardamine,Cardamine,Cardamine
Cardamine hirsuta,3046258,Cardamine hirsuta,<i>Cardamine</i> <i>hirsuta</i> L.,SPECIES,Brassicaceae,3112.0,Cardamine,3045622.0,Cardamine hirsuta,3046258.0,99,EXACT,2,2,Cardamine hirsuta,Cardamine,Cardamine,Cardamine
Cardamine pensylvanica,3045880,Cardamine pensylvanica,<i>Cardamine</i> <i>pensylvanica</i> Muhl.,SPECIES,Brassicaceae,3112.0,Cardamine,3045622.0,Cardamine pensylvanica,3045880.0,99,EXACT,2,2,Cardamine pensylvanica,Cardamine,Cardamine,Cardamine
Cardamine imaptiens,3046187,Cardamine impatiens,<i>Cardamine</i> <i>impatiens</i> L.,SPECIES,Brassicaceae,3112.0,Cardamine,3045622.0,Cardamine impatiens,3046187.0,96,VARIANT,2,2,Cardamine impatiens,Cardamine,Cardamine,Cardamine
Lepidium didymum,5377060,Lepidium didymum,<i>Lepidium</i> <i>didymum</i> L.,SPECIES,Brassicaceae,3112.0,Lepidium,3051713.0,Lepidium didymum,5377060.0,100,EXACT,2,2,Lepidium didymum,Lepidium,Lepidium,Lepidium
Duchesnea indica,3031919,Duchesnea indica,<i>Duchesnea</i> <i>indica</i> (Andrews) Focke,SPECIES,Rosaceae,5015.0,Potentilla,8079058.0,Potentilla indica,5365717.0,99,EXACT,2,2,Duchesnea indica,Duchesnea,Duchesnea,Duchesnea
Trifolium pratense,8324121,Trifolium pratense,<i>Trifolium</i> <i>pratense</i> L.,SPECIES,Fabaceae,5386.0,Trifolium,2973363.0,Trifolium pratense,8324121.0,100,EXACT,2,2,Trifolium pratense,Trifolium,Trifolium,Trifolium
Phacelia dubia,2928259,Phacelia dubia,<i>Phacelia</i> <i>dubia</i> (L.) Trel.,SPECIES,Hydrophyllaceae,2387.0,Phacelia,8988077.0,Phacelia dubia,2928259.0,100,EXACT,2,2,Phacelia dubia,Phacelia,Phacelia,Phacelia
Phacelia bipinnatifida,2928138,Phacelia bipinnatifida,<i>Phacelia</i> <i>bipinnatifida</i> Michx.,SPECIES,Hydrophyllaceae,2387.0,Phacelia,8988077.0,Phacelia bipinnatifida,2928138.0,99,EXACT,2,2,Phacelia bipinnatifida,Phacelia,Phacelia,Phacelia
Geum rivale,5369701,Geum rivale,<i>Geum</i> <i>rivale</i> L.,SPECIES,Rosaceae,5015.0,Geum,3024294.0,Geum rivale,5369701.0,99,EXACT,2,2,Geum rivale,Geum,Geum,Geum
Taenidia integerrima,5371759,Taenidia integerrima,<i>Taenidia</i> <i>integerrima</i> (L.) Drude,SPECIES,Apiaceae,6720.0,Taenidia,7679098.0,Taenidia integerrima,5371759.0,100,EXACT,2,2,Taenidia integerrima,Taenidia,Taenidia,Taenidia
Ligusticum canadense,3034793,Ligusticum canadense,<i>Ligusticum</i> <i>canadense</i> (L.) Britton,SPECIES,Apiaceae,6720.0,Ligusticum,3034791.0,Ligusticum canadense,3034793.0,99,EXACT,2,2,Ligusticum canadense,Ligusticum,Ligusticum,Ligusticum
Oenanthe javanica,5371886,Oenanthe javanica,<i>Oenanthe</i> <i>javanica</i> (Blume) DC.,SPECIES,Apiaceae,6720.0,Oenanthe,3034893.0,Oenanthe javanica,5371886.0,100,EXACT,2,2,Oenanthe javanica,Oenanthe,Oenanthe,Oenanthe
Ligusticum scoticum,9199378,Ligusticum scoticum,"<i>Ligusticum</i> <i>scoticum</i> Lour., 1790",SPECIES,Apiaceae,6720.0,Ligusticum,3034791.0,Ligusticum scoticum,9199378.0,100,EXACT,2,2,Ligusticum scoticum,Ligusticum,Ligusticum,Ligusticum
Dysphania ambrosioides,5568446,Dysphania ambrosioides,<i>Dysphania</i> <i>ambrosioides</i> (L.) Mosyakin & Clemants,SPECIES,Amaranthaceae,3064.0,Dysphania,3083582.0,Dysphania ambrosioides,5568446.0,100,EXACT,2,2,Dysphania ambrosioides,Dysphania,Dysphania,Dysphania
Angelica lucida,5371791,Angelica lucida,<i>Angelica</i> <i>lucida</i> L.,SPECIES,Apiaceae,6720.0,Angelica,3034560.0,Angelica lucida,5371791.0,100,EXACT,2,2,Angelica lucida,Angelica,Angelica,Angelica
Angelica atropurpurea,5371822,Angelica atropurpurea,<i>Angelica</i> <i>atropurpurea</i> L.,SPECIES,Apiaceae,6720.0,Angelica,3034560.0,Angelica atropurpurea,5371822.0,100,EXACT,2,2,Angelica atropurpurea,Angelica,Angelica,Angelica
Angelica triquinata,5371789,Angelica triquinata,<i>Angelica</i> <i>triquinata</i> Michx.,SPECIES,Apiaceae,6720.0,Angelica,3034560.0,Angelica triquinata,5371789.0,99,EXACT,2,2,Angelica triquinata,Angelica,Angelica,Angelica
Angelica venenosa,5371819,Angelica venenosa,<i>Angelica</i> <i>venenosa</i> (Greenway) Fernald,SPECIES,Apiaceae,6720.0,Angelica,3034560.0,Angelica venenosa,5371819.0,100,EXACT,2,2,Angelica venenosa,Angelica,Angelica,Angelica
Angelica sylvestris,5371818,Angelica sylvestris,<i>Angelica</i> <i>sylvestris</i> L.,SPECIES,Apiaceae,6720.0,Angelica,3034560.0,Angelica sylvestris,5371818.0,100,EXACT,2,2,Angelica sylvestris,Angelica,Angelica,Angelica
