searchedName,usageKey,canonicalName,formattedName,rank,family,family_key,genus,genus_key,species,species_key,confidence,matchType,searched_sp,matched_sp,scientificName,first_of_searched,first_of_binomial,first_of_canonical
Acorus calamus,2873769,Acorus calamus,<i>Acorus</i> <i>calamus</i> L.,SPECIES,Acoraceae,3719.0,Acorus,2730063.0,Acorus calamus,2873769.0,100,EXACT,2,2,Acorus calamus,Acorus,Acorus,Acorus
Phragmites communis,5290153,Phragmites communis,<i>Phragmites</i> <i>communis</i> Trin.,SPECIES,Poaceae,3073.0,Phragmites,2705783.0,Phragmites australis,5290149.0,100,EXACT,2,2,Phragmites communis,Phragmites,Phragmites,Phragmites
Oryzopsis hymenoides,2703429,Oryzopsis hymenoides,<i>Oryzopsis</i> <i>hymenoides</i> (Roem. & Schult.) Ricker ex Piper,SPECIES,Poaceae,3073.0,Eriocoma,6432088.0,Eriocoma hymenoides,5676924.0,99,EXACT,2,2,Oryzopsis hymenoides,Oryzopsis,Oryzopsis,Oryzopsis
Phalaris caroliniana,5289760,Phalaris caroliniana,<i>Phalaris</i> <i>caroliniana</i> Walter,SPECIES,Poaceae,3073.0,Phalaris,2703277.0,Phalaris caroliniana,5289760.0,100,EXACT,2,2,Phalaris caroliniana,Phalaris,Phalaris,Phalaris
Hordeum pusillum,2706070,Hordeum pusillum,<i>Hordeum</i> <i>pusillum</i> Nutt.,SPECIES,Poaceae,3073.0,Hordeum,2706050.0,Hordeum pusillum,2706070.0,100,EXACT,2,2,Hordeum pusillum,Hordeum,Hordeum,Hordeum
Liatris punctata,3104349,Liatris punctata,<i>Liatris</i> <i>punctata</i> Hook.,SPECIES,Asteraceae,3065.0,Liatris,3104263.0,Liatris punctata,3104349.0,100,EXACT,2,2,Liatris punctata,Liatris,Liatris,Liatris
Plantago maritima,3189755,Plantago maritima,<i>Plantago</i> <i>maritima</i> L.,SPECIES,Plantaginaceae,2420.0,Plantago,3189695.0,Plantago maritima,3189755.0,99,EXACT,2,2,Plantago maritima,Plantago,Plantago,Plantago
Yucca,2775496,Yucca,<i>Yucca</i> L.,GENUS,Asparagaceae,7683.0,Yucca,2775496.0,,,80,HIGHERRANK,1,1,Yucca,Yucca,Yucca,Yucca
Nothoscordum bivalve,2855600,Nothoscordum bivalve,<i>Nothoscordum</i> <i>bivalve</i> (L.) Britton,SPECIES,Amaryllidaceae,7682.0,Nothoscordum,2771093.0,Nothoscordum bivalve,2855600.0,100,EXACT,2,2,Nothoscordum bivalve,Nothoscordum,Nothoscordum,Nothoscordum
Triglochin maritima,2865368,Triglochin maritima,<i>Triglochin</i> <i>maritima</i> L.,SPECIES,Juncaginaceae,7679.0,Triglochin,2777072.0,Triglochin maritima,2865368.0,99,EXACT,2,2,Triglochin maritima,Triglochin,Triglochin,Triglochin
Muscari,2772004,Muscari,<i>Muscari</i> Mill.,GENUS,Asparagaceae,7683.0,Muscari,2772004.0,,,80,HIGHERRANK,1,1,Muscari,Muscari,Muscari,Muscari
Camassia,2769068,Camassia,<i>Camassia</i> Lindl.,GENUS,Asparagaceae,7683.0,Camassia,2769068.0,,,80,HIGHERRANK,1,1,Camassia,Camassia,Camassia,Camassia
Camassia angusta,2769080,Camassia angusta,<i>Camassia</i> <i>angusta</i> (Engelm. & A.Gray) Blank.,SPECIES,Asparagaceae,7683.0,Camassia,2769068.0,Camassia angusta,2769080.0,100,EXACT,2,2,Camassia angusta,Camassia,Camassia,Camassia
Aplectrum hyemale,7585836,Aplectrum hyemale,<i>Aplectrum</i> <i>hyemale</i> (Muhl. ex Willd.) Torr.,SPECIES,Orchidaceae,7689.0,Aplectrum,2814441.0,Aplectrum hyemale,7585836.0,99,EXACT,2,2,Aplectrum hyemale,Aplectrum,Aplectrum,Aplectrum
Tipularia discolor,5308378,Tipularia discolor,<i>Tipularia</i> <i>discolor</i> (Pursh) Nutt.,SPECIES,Orchidaceae,7689.0,Tipularia,2795828.0,Tipularia discolor,5308378.0,100,EXACT,2,2,Tipularia discolor,Tipularia,Tipularia,Tipularia
Asarum canadense,2873947,Asarum canadense,<i>Asarum</i> <i>canadense</i> L.,SPECIES,Aristolochiaceae,3066.0,Asarum,2873945.0,Asarum canadense,2873947.0,100,EXACT,2,2,Asarum canadense,Asarum,Asarum,Asarum
Erythronium,2740136,Erythronium,<i>Erythronium</i> L.,GENUS,Liliaceae,7699.0,Erythronium,2740136.0,,,80,HIGHERRANK,1,1,Erythronium,Erythronium,Erythronium,Erythronium
Clintonia borealis,2753574,Clintonia borealis,<i>Clintonia</i> <i>borealis</i> (Aiton) Raf.,SPECIES,Liliaceae,7699.0,Clintonia,2753553.0,Clintonia borealis,2753574.0,100,EXACT,2,2,Clintonia borealis,Clintonia,Clintonia,Clintonia
Symplocarpus foetidus,2870117,Symplocarpus foetidus,<i>Symplocarpus</i> <i>foetidus</i> (L.) Salisb. ex W.P.C.Barton,SPECIES,Araceae,6979.0,Symplocarpus,8211840.0,Symplocarpus foetidus,2870117.0,99,EXACT,2,2,Symplocarpus foetidus,Symplocarpus,Symplocarpus,Symplocarpus
Oxyria digyna,2889358,Oxyria digyna,<i>Oxyria</i> <i>digyna</i> (L.) Hill,SPECIES,Polygonaceae,2416.0,Oxyria,2889357.0,Oxyria digyna,2889358.0,100,EXACT,2,2,Oxyria digyna,Oxyria,Oxyria,Oxyria
Dodecatheon,7597718,Dodecatheon,<i>Dodecatheon</i> L.,GENUS,Primulaceae,6674.0,Dodecatheon,7597718.0,,,80,HIGHERRANK,1,1,Dodecatheon,Dodecatheon,Dodecatheon,Dodecatheon
Plantago major,3189767,Plantago major,<i>Plantago</i> <i>major</i> L.,SPECIES,Plantaginaceae,2420.0,Plantago,3189695.0,Plantago major,3189767.0,99,EXACT,2,2,Plantago major,Plantago,Plantago,Plantago
Plantago rugelii,3189781,Plantago rugelii,<i>Plantago</i> <i>rugelii</i> Decne.,SPECIES,Plantaginaceae,2420.0,Plantago,3189695.0,Plantago rugelii,3189781.0,100,EXACT,2,2,Plantago rugelii,Plantago,Plantago,Plantago
Plantago lanceolata,8208358,Plantago lanceolata,<i>Plantago</i> <i>lanceolata</i> L.,SPECIES,Plantaginaceae,2420.0,Plantago,3189695.0,Plantago lanceolata,8208358.0,99,EXACT,2,2,Plantago lanceolata,Plantago,Plantago,Plantago
Viola sororia,5331238,Viola sororia,<i>Viola</i> <i>sororia</i> Willd.,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola sororia,5331238.0,100,EXACT,2,2,Viola sororia,Viola,Viola,Viola
Viola sagittata,5331364,Viola sagittata,<i>Viola</i> <i>sagittata</i> Aiton,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola sagittata,5331364.0,100,EXACT,2,2,Viola sagittata,Viola,Viola,Viola
Viola pedata,5331278,Viola pedata,<i>Viola</i> <i>pedata</i> L.,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola pedata,5331278.0,100,EXACT,2,2,Viola pedata,Viola,Viola,Viola
Taraxacum officinale,5394163,Taraxacum officinale,<i>Taraxacum</i> <i>officinale</i> Weber ex F.H.Wigg.,SPECIES,Asteraceae,3065.0,Taraxacum,7787708.0,Taraxacum officinale,5394163.0,99,EXACT,2,2,Taraxacum officinale,Taraxacum,Taraxacum,Taraxacum
Krigia dandelion,3132416,Krigia dandelion,<i>Krigia</i> <i>dandelion</i> (L.) Nutt.,SPECIES,Asteraceae,3065.0,Krigia,3132392.0,Krigia dandelion,3132416.0,100,EXACT,2,2,Krigia dandelion,Krigia,Krigia,Krigia
Pyrrhopappus grandiflorus,3145231,Pyrrhopappus grandiflorus,<i>Pyrrhopappus</i> <i>grandiflorus</i> (Nutt.) Nutt.,SPECIES,Asteraceae,3065.0,Pyrrhopappus,3145230.0,Pyrrhopappus grandiflorus,3145231.0,100,EXACT,2,2,Pyrrhopappus grandiflorus,Pyrrhopappus,Pyrrhopappus,Pyrrhopappus
Hypochaeris radicata,3093702,Hypochaeris radicata,<i>Hypochaeris</i> <i>radicata</i> L.,SPECIES,Asteraceae,3065.0,Hypochaeris,3093681.0,Hypochaeris radicata,3093702.0,100,EXACT,2,2,Hypochaeris radicata,Hypochaeris,Hypochaeris,Hypochaeris
Leontodon autumnalis,8058115,Leontodon autumnalis,"<i>Leontodon</i> <i>autumnalis</i> Oeder, 1816",SPECIES,Asteraceae,3065.0,Leontodon,3137422.0,Leontodon autumnalis,8058115.0,99,EXACT,2,2,Leontodon autumnalis,Leontodon,Leontodon,Leontodon
Bellis perennis,3117424,Bellis perennis,<i>Bellis</i> <i>perennis</i> L.,SPECIES,Asteraceae,3065.0,Bellis,3117399.0,Bellis perennis,3117424.0,100,EXACT,2,2,Bellis perennis,Bellis,Bellis,Bellis
Saxifraga pensylvanica,3032700,Saxifraga pensylvanica,<i>Saxifraga</i> <i>pensylvanica</i> L.,SPECIES,Saxifragaceae,2402.0,Micranthes,6447095.0,Micranthes pensylvanica,5939580.0,100,EXACT,2,2,Saxifraga pensylvanica,Saxifraga,Saxifraga,Saxifraga
Saxifraga micranthidifolia,3032853,Saxifraga micranthidifolia,<i>Saxifraga</i> <i>micranthidifolia</i> (Haw.) Steud.,SPECIES,Saxifragaceae,2402.0,Micranthes,6447095.0,Micranthes micranthidifolia,5939569.0,99,EXACT,2,2,Saxifraga micranthidifolia,Saxifraga,Saxifraga,Saxifraga
Tussilago farfara,3149879,Tussilago farfara,<i>Tussilago</i> <i>farfara</i> L.,SPECIES,Asteraceae,3065.0,Tussilago,3149878.0,Tussilago farfara,3149879.0,100,EXACT,2,2,Tussilago farfara,Tussilago,Tussilago,Tussilago
Petasites frigidus,3088323,Petasites frigidus,<i>Petasites</i> <i>frigidus</i> (L.) Fr.,SPECIES,Asteraceae,3065.0,Petasites,10717129.0,Petasites frigidus,3088323.0,100,EXACT,2,2,Petasites frigidus,Petasites,Petasites,Petasites
Hydrocotyle bonariensis,3034611,Hydrocotyle bonariensis,<i>Hydrocotyle</i> <i>bonariensis</i> Comm. ex Lam.,SPECIES,Araliaceae,8800.0,Hydrocotyle,3034601.0,Hydrocotyle bonariensis,3034611.0,99,EXACT,2,2,Hydrocotyle bonariensis,Hydrocotyle,Hydrocotyle,Hydrocotyle
Centella erecta,8598241,Centella erecta,<i>Centella</i> <i>erecta</i> (L.fil.) Fernald,SPECIES,Apiaceae,6720.0,Centella,3034124.0,Centella erecta,8598241.0,100,EXACT,2,2,Centella erecta,Centella,Centella,Centella
Aralia nudicaulis,3037021,Aralia nudicaulis,<i>Aralia</i> <i>nudicaulis</i> L.,SPECIES,Araliaceae,8800.0,Aralia,3036858.0,Aralia nudicaulis,3037021.0,99,EXACT,2,2,Aralia nudicaulis,Aralia,Aralia,Aralia
Trifolium repens,5358748,Trifolium repens,<i>Trifolium</i> <i>repens</i> L.,SPECIES,Fabaceae,5386.0,Trifolium,2973363.0,Trifolium repens,5358748.0,99,EXACT,2,2,Trifolium repens,Trifolium,Trifolium,Trifolium
Lomatium foeniculaceum,3034267,Lomatium foeniculaceum,<i>Lomatium</i> <i>foeniculaceum</i> (Nutt.) J.M.Coult. & Rose,SPECIES,Apiaceae,6720.0,Lomatium,8394726.0,Lomatium foeniculaceum,3034267.0,100,EXACT,2,2,Lomatium foeniculaceum,Lomatium,Lomatium,Lomatium
Musineon tenuifolium,7658142,Musineon tenuifolium,<i>Musineon</i> <i>tenuifolium</i> Nutt.,SPECIES,Apiaceae,6720.0,Musineon,3034879.0,Musineon tenuifolium,7658142.0,99,EXACT,2,2,Musineon tenuifolium,Musineon,Musineon,Musineon
Cymopterus acaulis,3034473,Cymopterus acaulis,<i>Cymopterus</i> <i>acaulis</i> Raf.,SPECIES,Apiaceae,6720.0,Cymopterus,3034443.0,Cymopterus glomeratus,6026405.0,99,EXACT,2,2,Cymopterus acaulis,Cymopterus,Cymopterus,Cymopterus
Cymopterus montanus,7911387,Cymopterus montanus,<i>Cymopterus</i> <i>montanus</i> Nutt.,SPECIES,Apiaceae,6720.0,Cymopterus,3034443.0,Cymopterus montanus,7911387.0,99,EXACT,2,2,Cymopterus montanus,Cymopterus,Cymopterus,Cymopterus
Potentilla anserina,5366829,Potentilla anserina,<i>Potentilla</i> <i>anserina</i> L.,SPECIES,Rosaceae,5015.0,Argentina,3026341.0,Argentina anserina,5367246.0,99,EXACT,2,2,Potentilla anserina,Potentilla,Potentilla,Potentilla
Fragaria,3029779,Fragaria,<i>Fragaria</i> L.,GENUS,Rosaceae,5015.0,Fragaria,3029779.0,,,80,HIGHERRANK,1,1,Fragaria,Fragaria,Fragaria,Fragaria
Fragaria virginiana,7950792,Fragaria virginiana,<i>Fragaria</i> <i>virginiana</i> Duchesne,SPECIES,Rosaceae,5015.0,Fragaria,3029779.0,Fragaria virginiana,7950792.0,99,EXACT,2,2,Fragaria virginiana,Fragaria,Fragaria,Fragaria
Fragaria vesca,3029817,Fragaria vesca,<i>Fragaria</i> <i>vesca</i> L.,SPECIES,Rosaceae,5015.0,Fragaria,3029779.0,Fragaria vesca,3029817.0,99,EXACT,2,2,Fragaria vesca,Fragaria,Fragaria,Fragaria
Oxalis violacea,2891708,Oxalis violacea,<i>Oxalis</i> <i>violacea</i> L.,SPECIES,Oxalidaceae,6697.0,Oxalis,2891642.0,Oxalis violacea,2891708.0,99,EXACT,2,2,Oxalis violacea,Oxalis,Oxalis,Oxalis
Pediomelum hypogaeum,2944196,Pediomelum hypogaeum,<i>Pediomelum</i> <i>hypogaeum</i> (Nutt.) Rydb.,SPECIES,Fabaceae,5386.0,Pediomelum,2959963.0,Pediomelum hypogaeum,2944196.0,100,EXACT,2,2,Pediomelum hypogaeum,Pediomelum,Pediomelum,Pediomelum
Pediomelum subacaule,2959964,Pediomelum subacaule,<i>Pediomelum</i> <i>subacaule</i> (Torr. & A.Gray) Rydb.,SPECIES,Fabaceae,5386.0,Pediomelum,2959963.0,Pediomelum subacaule,2959964.0,100,EXACT,2,2,Pediomelum subacaule,Pediomelum,Pediomelum,Pediomelum
Anemonella thalictroides,3033115,Anemonella thalictroides,<i>Anemonella</i> <i>thalictroides</i> (L.) Spach,SPECIES,Ranunculaceae,2410.0,Thalictrum,3033112.0,Thalictrum thalictroides,3033114.0,99,EXACT,2,2,Anemonella thalictroides,Anemonella,Anemonella,Anemonella
Mollugo verticillata,3084611,Mollugo verticillata,<i>Mollugo</i> <i>verticillata</i> L.,SPECIES,Molluginaceae,2517.0,Mollugo,3084606.0,Mollugo verticillata,3084611.0,99,EXACT,2,2,Mollugo verticillata,Mollugo,Mollugo,Mollugo
Krigia caespitosa,4273501,Krigia caespitosa,<i>Krigia</i> <i>caespitosa</i> (Raf.) K.L.Chambers,SPECIES,Asteraceae,3065.0,Krigia,3132392.0,Krigia caespitosa,4273501.0,100,EXACT,2,2,Krigia caespitosa,Krigia,Krigia,Krigia
Salvia lyrata,2927027,Salvia lyrata,<i>Salvia</i> <i>lyrata</i> L.,SPECIES,Lamiaceae,2497.0,Salvia,2926981.0,Salvia lyrata,2927027.0,100,EXACT,2,2,Salvia lyrata,Salvia,Salvia,Salvia
Silphium perfoliatum,3092576,Silphium perfoliatum,<i>Silphium</i> <i>perfoliatum</i> L.,SPECIES,Asteraceae,3065.0,Silphium,3092563.0,Silphium perfoliatum,3092576.0,100,EXACT,2,2,Silphium perfoliatum,Silphium,Silphium,Silphium
Valerianella,11070217,Valerianella,<i>Valerianella</i> sp. Boiss. & Balansa,SPECIES,Caprifoliaceae,6710.0,Valerianella,2888767.0,Valerianella lasiocarpa,4094788.0,97,HIGHERRANK,1,1,Valerianella,Valerianella,Valerianella,Valerianella
Claytonia,3084729,Claytonia,<i>Claytonia</i> L.,GENUS,Montiaceae,4898338.0,Claytonia,3084729.0,,,95,HIGHERRANK,1,1,Claytonia,Claytonia,Claytonia,Claytonia
Prunella vulgaris,5341297,Prunella vulgaris,<i>Prunella</i> <i>vulgaris</i> L.,SPECIES,Lamiaceae,2497.0,Prunella,2926553.0,Prunella vulgaris,5341297.0,99,EXACT,2,2,Prunella vulgaris,Prunella,Prunella,Prunella
Silene vulgaris,9172281,Silene vulgaris,<i>Silene</i> <i>vulgaris</i> (Moench) Garcke,SPECIES,Caryophyllaceae,2518.0,Silene,3085897.0,Silene vulgaris,9172281.0,100,EXACT,2,2,Silene vulgaris,Silene,Silene,Silene
Silene cserii,5384782,Silene csereii,<i>Silene</i> <i>csereii</i> Baumg.,SPECIES,Caryophyllaceae,2518.0,Silene,3085897.0,Silene csereii,5384782.0,95,VARIANT,2,2,Silene csereii,Silene,Silene,Silene
Podophyllum peltatum,3033839,Podophyllum peltatum,<i>Podophyllum</i> <i>peltatum</i> L.,SPECIES,Berberidaceae,6673.0,Podophyllum,3033838.0,Podophyllum peltatum,3033839.0,100,EXACT,2,2,Podophyllum peltatum,Podophyllum,Podophyllum,Podophyllum
Dentaria laciniata,5374824,Dentaria laciniata,<i>Dentaria</i> <i>laciniata</i> Muhl.,SPECIES,Brassicaceae,3112.0,Cardamine,3045622.0,Cardamine concatenata,3046217.0,99,EXACT,2,2,Dentaria laciniata,Dentaria,Dentaria,Dentaria
Dentaria multifida,5374763,Dentaria multifida,<i>Dentaria</i> <i>multifida</i> Muhl. ex Elliott,SPECIES,Brassicaceae,3112.0,Cardamine,3045622.0,Cardamine dissecta,3045698.0,99,EXACT,2,2,Dentaria multifida,Dentaria,Dentaria,Dentaria
Dentaria heterophylla,5374774,Dentaria heterophylla,<i>Dentaria</i> <i>heterophylla</i> Nutt.,SPECIES,Brassicaceae,3112.0,Cardamine,3045622.0,Cardamine angustata,3045786.0,100,EXACT,2,2,Dentaria heterophylla,Dentaria,Dentaria,Dentaria
Dentaria diphylla,5374767,Dentaria diphylla,<i>Dentaria</i> <i>diphylla</i> Michx.,SPECIES,Brassicaceae,3112.0,Cardamine,3045622.0,Cardamine diphylla,3045717.0,100,EXACT,2,2,Dentaria diphylla,Dentaria,Dentaria,Dentaria
Rumex acetosella,2888995,Rumex acetosella,<i>Rumex</i> <i>acetosella</i> L.,SPECIES,Polygonaceae,2416.0,Rumex,2888942.0,Rumex acetosella,2888995.0,99,EXACT,2,2,Rumex acetosella,Rumex,Rumex,Rumex
Rumex hastatalus,7840099,Rumex hastatulus,<i>Rumex</i> <i>hastatulus</i> Baldwin ex Elliott,SPECIES,Polygonaceae,2416.0,Rumex,2888942.0,Rumex hastatulus,7840099.0,95,VARIANT,2,2,Rumex hastatulus,Rumex,Rumex,Rumex
Rumex acetosa,2888951,Rumex acetosa,<i>Rumex</i> <i>acetosa</i> L.,SPECIES,Polygonaceae,2416.0,Rumex,2888942.0,Rumex acetosa,2888951.0,100,EXACT,2,2,Rumex acetosa,Rumex,Rumex,Rumex
Ficaria verna,9094061,Ficaria verna,<i>Ficaria</i> <i>verna</i> Huds.,SPECIES,Ranunculaceae,2410.0,Ficaria,3234342.0,Ficaria verna,9094061.0,100,EXACT,2,2,Ficaria verna,Ficaria,Ficaria,Ficaria
Bistorta vivipara,2889299,Bistorta vivipara,<i>Bistorta</i> <i>vivipara</i> (L.) Delarbre,SPECIES,Polygonaceae,2416.0,Bistorta,8148051.0,Bistorta vivipara,2889299.0,99,EXACT,2,2,Bistorta vivipara,Bistorta,Bistorta,Bistorta
Rumex,2888942,Rumex,<i>Rumex</i> L.,GENUS,Polygonaceae,2416.0,Rumex,2888942.0,,,80,HIGHERRANK,1,1,Rumex,Rumex,Rumex,Rumex
Rumex crispus,8195144,Rumex crispus,<i>Rumex</i> <i>crispus</i> L.,SPECIES,Polygonaceae,2416.0,Rumex,2888942.0,Rumex crispus,8195144.0,99,EXACT,2,2,Rumex crispus,Rumex,Rumex,Rumex
Rumex longifolius,2888946,Rumex longifolius,<i>Rumex</i> <i>longifolius</i> DC.,SPECIES,Polygonaceae,2416.0,Rumex,2888942.0,Rumex longifolius,2888946.0,99,EXACT,2,2,Rumex longifolius,Rumex,Rumex,Rumex
Rumex fueginus,2888982,Rumex fueginus,<i>Rumex</i> <i>fueginus</i> Phil.,SPECIES,Polygonaceae,2416.0,Rumex,2888942.0,Rumex fueginus,2888982.0,100,EXACT,2,2,Rumex fueginus,Rumex,Rumex,Rumex
Rumex patientia,2889019,Rumex patientia,<i>Rumex</i> <i>patientia</i> L.,SPECIES,Polygonaceae,2416.0,Rumex,2888942.0,Rumex patientia,2889019.0,99,EXACT,2,2,Rumex patientia,Rumex,Rumex,Rumex
Rumex obtusifolius,2889011,Rumex obtusifolius,<i>Rumex</i> <i>obtusifolius</i> L.,SPECIES,Polygonaceae,2416.0,Rumex,2888942.0,Rumex obtusifolius,2889011.0,99,EXACT,2,2,Rumex obtusifolius,Rumex,Rumex,Rumex
Mertensia virginica,5341242,Mertensia virginica,<i>Mertensia</i> <i>virginica</i> (L.) Pers. ex Link,SPECIES,Boraginaceae,2498.0,Mertensia,2663415.0,Mertensia virginica,5341242.0,99,EXACT,2,2,Mertensia virginica,Mertensia,Mertensia,Mertensia
Mertensia paniculata,5341214,Mertensia paniculata,<i>Mertensia</i> <i>paniculata</i> (Aiton) G.Don,SPECIES,Boraginaceae,2498.0,Mertensia,2663415.0,Mertensia paniculata,5341214.0,100,EXACT,2,2,Mertensia paniculata,Mertensia,Mertensia,Mertensia
Mertensia maritima,5341246,Mertensia maritima,<i>Mertensia</i> <i>maritima</i> (L.) Gray,SPECIES,Boraginaceae,2498.0,Mertensia,2663415.0,Mertensia maritima,5341246.0,100,EXACT,2,2,Mertensia maritima,Mertensia,Mertensia,Mertensia
Solidago sempervirens,5388927,Solidago sempervirens,<i>Solidago</i> <i>sempervirens</i> L.,SPECIES,Asteraceae,3065.0,Solidago,5388868.0,Solidago sempervirens,5388927.0,99,EXACT,2,2,Solidago sempervirens,Solidago,Solidago,Solidago
Symphtum officinale,7558421,Symphytum officinale,<i>Symphytum</i> <i>officinale</i> L.,SPECIES,Boraginaceae,2498.0,Symphytum,2926061.0,Symphytum officinale,7558421.0,89,VARIANT,2,2,Symphytum officinale,Symphtum,Symphytum,Symphytum
Arctium,11572432,Arctium,"<i>Arctium</i> sp. Linnaeus, 1753",SPECIES,Asteraceae,3065.0,Arctium,8106066.0,Arctium,11572432.0,98,HIGHERRANK,1,1,Arctium,Arctium,Arctium,Arctium
Arctium lappa,7353729,Arctium lappa,<i>Arctium</i> <i>lappa</i> L.,SPECIES,Asteraceae,3065.0,Arctium,8106066.0,Arctium lappa,7353729.0,99,EXACT,2,2,Arctium lappa,Arctium,Arctium,Arctium
Arctium minus,5393103,Arctium minus,<i>Arctium</i> <i>minus</i> (Hill) Bernh.,SPECIES,Asteraceae,3065.0,Arctium,8106066.0,Arctium minus,5393103.0,99,EXACT,2,2,Arctium minus,Arctium,Arctium,Arctium
Arctium tomentosa,5393080,Arctium tomentosum,<i>Arctium</i> <i>tomentosum</i> Mill.,SPECIES,Asteraceae,3065.0,Arctium,8106066.0,Arctium tomentosum,5393080.0,98,VARIANT,2,2,Arctium tomentosum,Arctium,Arctium,Arctium
Aster novae-angliae,5406425,Aster novae-angliae,<i>Aster</i> <i>novae-angliae</i> L.,SPECIES,Asteraceae,3065.0,Symphyotrichum,3151391.0,Symphyotrichum novae-angliae,3151618.0,100,EXACT,2,2,Aster novae-angliae,Aster,Aster,Aster
Berteroa incana,3053522,Berteroa incana,<i>Berteroa</i> <i>incana</i> (L.) DC.,SPECIES,Brassicaceae,3112.0,Berteroa,3053514.0,Berteroa incana,3053522.0,100,EXACT,2,2,Berteroa incana,Berteroa,Berteroa,Berteroa
Campanula rotundifolia,5410907,Campanula rotundifolia,<i>Campanula</i> <i>rotundifolia</i> L.,SPECIES,Campanulaceae,8801.0,Campanula,3161935.0,Campanula rotundifolia,5410907.0,99,EXACT,2,2,Campanula rotundifolia,Campanula,Campanula,Campanula
Campanula americana,7639571,Campanula americana,"<i>Campanula</i> <i>americana</i> hort. ex Steud., 1840",SPECIES,Campanulaceae,8801.0,Campanula,3161935.0,Campanula americana,7639571.0,99,EXACT,2,2,Campanula americana,Campanula,Campanula,Campanula
Campanula rapunculoides,5410436,Campanula rapunculoides,<i>Campanula</i> <i>rapunculoides</i> L.,SPECIES,Campanulaceae,8801.0,Campanula,3161935.0,Campanula rapunculoides,5410436.0,99,EXACT,2,2,Campanula rapunculoides,Campanula,Campanula,Campanula
Caltha palustris,5371685,Caltha palustris,<i>Caltha</i> <i>palustris</i> L.,SPECIES,Ranunculaceae,2410.0,Caltha,3033282.0,Caltha palustris,5371685.0,100,EXACT,2,2,Caltha palustris,Caltha,Caltha,Caltha
Cochlearia,3040481,Cochlearia,<i>Cochlearia</i> L.,GENUS,Brassicaceae,3112.0,Cochlearia,3040481.0,,,80,HIGHERRANK,1,1,Cochlearia,Cochlearia,Cochlearia,Cochlearia
Cardamine bulbosa,3045907,Cardamine bulbosa,"<i>Cardamine</i> <i>bulbosa</i> (Schreb. ex Muhl.) Britton, Sterns & Poggenb.",SPECIES,Brassicaceae,3112.0,Cardamine,3045622.0,Cardamine bulbosa,3045907.0,100,EXACT,2,2,Cardamine bulbosa,Cardamine,Cardamine,Cardamine
Thlaspi arvense,3052680,Thlaspi arvense,<i>Thlaspi</i> <i>arvense</i> L.,SPECIES,Brassicaceae,3112.0,Thlaspi,3052635.0,Thlaspi arvense,3052680.0,100,EXACT,2,2,Thlaspi arvense,Thlaspi,Thlaspi,Thlaspi
Thlaspi alliaceum,3052738,Thlaspi alliaceum,<i>Thlaspi</i> <i>alliaceum</i> L.,SPECIES,Brassicaceae,3112.0,Mummenhoffia,11109737.0,Mummenhoffia alliacea,10944522.0,100,EXACT,2,2,Thlaspi alliaceum,Thlaspi,Thlaspi,Thlaspi
Armoracia rusticana,3041022,Armoracia rusticana,"<i>Armoracia</i> <i>rusticana</i> P.Gaertn., B.Mey. & Scherb.",SPECIES,Brassicaceae,3112.0,Armoracia,3041017.0,Armoracia rusticana,3041022.0,99,EXACT,2,2,Armoracia rusticana,Armoracia,Armoracia,Armoracia
Boechera laevigata,3043265,Boechera laevigata,<i>Boechera</i> <i>laevigata</i> (Muhl. ex Willd.) Al-Shehbaz,SPECIES,Brassicaceae,3112.0,Borodinia,3050986.0,Borodinia laevigata,8221492.0,100,EXACT,2,2,Boechera laevigata,Boechera,Boechera,Boechera
Hesperis matronalis,3042291,Hesperis matronalis,<i>Hesperis</i> <i>matronalis</i> L.,SPECIES,Brassicaceae,3112.0,Hesperis,3042187.0,Hesperis matronalis,3042291.0,100,EXACT,2,2,Hesperis matronalis,Hesperis,Hesperis,Hesperis
Cardaria draba,3052311,Cardaria draba,<i>Cardaria</i> <i>draba</i> (L.) Desv.,SPECIES,Brassicaceae,3112.0,Lepidium,3051713.0,Lepidium draba,5376961.0,100,EXACT,2,2,Cardaria draba,Cardaria,Cardaria,Cardaria
Alliaria petiolata,5376075,Alliaria petiolata,<i>Alliaria</i> <i>petiolata</i> (M.Bieb.) Cavara & Grande,SPECIES,Brassicaceae,3112.0,Alliaria,3050645.0,Alliaria petiolata,5376075.0,100,EXACT,2,2,Alliaria petiolata,Alliaria,Alliaria,Alliaria
Eryngium yuccifolium,3034408,Eryngium yuccifolium,<i>Eryngium</i> <i>yuccifolium</i> Michx.,SPECIES,Apiaceae,6720.0,Eryngium,3034387.0,Eryngium yuccifolium,3034408.0,100,EXACT,2,2,Eryngium yuccifolium,Eryngium,Eryngium,Eryngium
Chenopodium capitatum,11379590,Chenopodium capitatum,"<i>Chenopodium</i> <i>capitatum</i> (Linnaeus, 1753) Ach.",SPECIES,Amaranthaceae,3064.0,Chenopodium,3083823.0,Chenopodium capitatum,11379590.0,99,EXACT,2,2,Chenopodium capitatum,Chenopodium,Chenopodium,Chenopodium
